,energy_per_atom,O_concentration,C-O-H_C-sp1-H:mean_value,ether_concentration,H-O_coordination_number,O_n12_m2,prox_Ixx_ether_area,norm_density_ether_std,sp2-like_n11_m3,max_bond_angle
13172,-45.47265708333334,0.125,107.29,0.25,0.33,0.181,23.59299656,0.065335708,0.044,128.47
13173,-45.47681395833333,0.125,107.47,0.243697479,0.33,0.104,11.35655791,0.050648613,0.019,131.0
13174,-45.458270416666664,0.125,107.29,0.25,0.33,0.094,15.60608593,0.047490458,0.01,126.62
13175,-45.44967895833334,0.125,107.75,0.25,0.33,0.106,20.98673439,0.054945643,0.017,130.53
13176,-45.463221875,0.125,107.36,0.243697479,0.33,0.115,25.71787064,0.050654198,0.035,126.56
13177,-45.47462208333333,0.125,107.59,0.25,0.33,0.131,9.200936768,0.062127199,0.017,129.84
13178,-45.52551488469602,0.1236897,107.33,0.260504202,0.32,0.138,18.93826296,0.053773563,0.023,128.08
13179,-45.46092229166666,0.125,107.46,0.25,0.33,0.148,13.34950245,0.051584348,0.019,124.48
13180,-45.4516525,0.125,107.5,0.25,0.33,0.115,17.83160912,0.051432238,0.017,126.97
13181,-45.45563895833333,0.125,107.32,0.25,0.33,0.117,12.38477519,0.051032468,0.029,125.36
13182,-45.45845520833333,0.125,107.32,0.25,0.33,0.131,19.6300414,0.055674926,0.015,124.87
13183,-45.469650625,0.125,107.26,0.25,0.33,0.138,20.1791554,0.057986909,0.048,125.03
13184,-45.52728763102725,0.1236897,107.33,0.260504202,0.32,0.149,14.36349148,0.05814066,0.042,127.33
13185,-45.462369583333334,0.125,107.52,0.25,0.33,0.115,10.5382135,0.051787326,0.013,126.65
13186,-45.45495916666666,0.125,106.93,0.25,0.33,0.104,23.19406108,0.049872112,0.013,125.5
13187,-45.46793916666666,0.125,107.5,0.25,0.33,0.129,15.75836021,0.048488761,0.04,130.35
13188,-45.45656375,0.125,107.21,0.25,0.33,0.173,18.59297344,0.060682082,0.027,127.36
13189,-45.458751041666666,0.125,106.94,0.25,0.33,0.098,16.74742563,0.046926017,0.027,129.12
13190,-45.36373375262055,0.1215933,107.16,0.239316239,0.33,0.094,18.60834131,0.051502001,0.015,126.31
13191,-45.45667708333334,0.125,107.31,0.25,0.33,0.135,10.73434426,0.050878712,0.029,124.92
13192,-45.475834791666664,0.125,107.43,0.25,0.33,0.087,16.84990664,0.049758912,0.013,126.33
13193,-45.46600083333333,0.125,107.35,0.25,0.33,0.135,21.00811455,0.051294667,0.033,128.07
13194,-45.47603958333333,0.125,107.41,0.243697479,0.33,0.115,21.98722875,0.052369873,0.027,126.13
13195,-45.52760461215932,0.1236897,107.61,0.260504202,0.32,0.143,21.27945511,0.058465002,0.023,129.27
13196,-45.45758458333333,0.125,107.29,0.243697479,0.33,0.106,9.464460327,0.049501005,0.004,127.97
13197,-45.467085624999996,0.125,107.63,0.243697479,0.33,0.133,17.32935488,0.052495923,0.023,129.23
13198,-45.47199666666667,0.125,107.49,0.25,0.33,0.115,12.58518498,0.051873142,0.002,128.58
13199,-45.472859166666666,0.125,107.42,0.25,0.33,0.108,24.60464717,0.046738888,0.01,125.14
13200,-45.46892770833333,0.125,107.34,0.25,0.33,0.085,15.13157221,0.042213962,0.027,127.18
13201,-45.45484604166666,0.125,107.5,0.25,0.33,0.156,11.96825771,0.059293575,0.037,125.64
13202,-45.46353875,0.125,107.27,0.25,0.33,0.165,10.42296551,0.063401974,0.056,129.55
13203,-45.4728825,0.125,107.22,0.237288136,0.33,0.129,12.38465616,0.06012568,0.029,129.36
13204,-45.46388291666666,0.125,107.54,0.243697479,0.33,0.133,21.46575023,0.049180026,0.035,125.2
13205,-45.466250625,0.125,107.4,0.243697479,0.33,0.108,11.00607501,0.048048589,0.017,131.1
13206,-45.458460625,0.125,107.47,0.25,0.33,0.146,16.04522302,0.057336337,0.015,127.88
13207,-45.397090466101695,0.1186441,107.49,0.25862069,0.3,0.14,13.48102134,0.052617254,0.044,126.13
13208,-45.462902500000006,0.125,107.37,0.243697479,0.33,0.158,13.86623118,0.056133677,0.017,125.46
13209,-45.45668875,0.125,106.9,0.25,0.33,0.179,6.076697696,0.062357093,0.05,125.15
13210,-45.51792746331237,0.1236897,107.2,0.260504202,0.32,0.115,11.76425982,0.055316351,0.017,125.53
13211,-45.46095833333333,0.125,107.49,0.25,0.33,0.087,15.57692715,0.050547445,0.015,127.24
13212,-45.46700479166667,0.125,107.21,0.25,0.33,0.096,20.81396219,0.045530754,0.004,127.46
13213,-45.46985479166666,0.125,107.73,0.243697479,0.33,0.117,14.45152793,0.051734812,0.015,125.09
13214,-45.458532500000004,0.125,107.06,0.25,0.33,0.156,18.04513827,0.061199861,0.042,131.02
13215,-45.47324416666667,0.125,107.09,0.25,0.33,0.121,19.01542217,0.04844403,0.027,132.42
13216,-45.4590325,0.125,107.03,0.25,0.33,0.144,12.98607987,0.057058116,0.027,126.13
13217,-45.40333417721519,0.1202532,107.41,0.256410256,0.31,0.114,23.97954519,0.048405696,0.036,126.66
13218,-45.48464479166667,0.125,107.34,0.25,0.33,0.154,10.80803619,0.058274657,0.033,127.84
13219,-45.46111979166667,0.125,107.34,0.25,0.33,0.11,12.36806566,0.052902332,0.021,130.29
13220,-45.468894999999996,0.125,107.61,0.25,0.33,0.121,13.73043179,0.053000704,0.017,133.27
13221,-45.44550083682009,0.123431,107.3,0.25210084,0.33,0.103,20.55948589,0.047865156,0.008,128.98
13222,-45.462736875000004,0.125,107.29,0.25,0.33,0.108,22.34063897,0.046621288,0.004,126.41
13223,-45.467555,0.125,107.26,0.25,0.33,0.121,15.68724609,0.050066783,0.031,128.08
13224,-45.36011320754717,0.1215933,107.27,0.245762712,0.33,0.143,8.345193173,0.054766767,0.052,128.68
13225,-45.45927145833333,0.125,107.18,0.243697479,0.33,0.154,9.393807669,0.056556684,0.044,128.42
13226,-45.364769811320755,0.1215933,107.49,0.245762712,0.33,0.117,11.3098415,0.050359471,0.008,126.86
13227,-45.457474166666664,0.125,107.19,0.25,0.33,0.121,10.54030383,0.050043734,0.029,128.48
13228,-45.464617708333336,0.125,107.37,0.25,0.33,0.119,12.99376596,0.053059201,0.021,127.24
13229,-45.473114375,0.125,107.58,0.25,0.33,0.121,12.50615748,0.054926912,0.01,127.4
13230,-45.46279145833333,0.125,107.33,0.243697479,0.33,0.073,27.77872358,0.045707494,0.008,127.57
13231,-45.457308958333336,0.125,107.23,0.25,0.33,0.156,21.1475985,0.060241642,0.04,140.64
13232,-45.47408541666667,0.125,107.45,0.25,0.33,0.098,22.52318988,0.053664327,0.013,127.95
13233,-45.48198395833333,0.125,107.47,0.243697479,0.33,0.115,15.38294328,0.057537707,0.035,127.87
13234,-45.461625625,0.125,107.49,0.25,0.33,0.135,15.06278204,0.051135418,0.017,127.92
13235,-45.46979979166667,0.125,107.33,0.25,0.33,0.102,16.86109656,0.050976284,0.017,133.31
13236,-45.46037166666667,0.125,107.19,0.237288136,0.33,0.104,14.79223628,0.050872442,0.006,127.51
13237,-45.463844375,0.125,107.06,0.25,0.33,0.135,12.86325942,0.051236008,0.021,129.56
13238,-45.47379125,0.125,107.51,0.25,0.33,0.123,17.49442179,0.054412851,0.015,132.06
13239,-45.46843041666667,0.125,107.33,0.25,0.33,0.138,10.2620771,0.053043326,0.019,129.35
13240,-45.46776416666667,0.125,107.34,0.25,0.33,0.138,9.194565649,0.057815791,0.015,125.8
13241,-45.460503333333335,0.125,107.23,0.25,0.33,0.106,9.239200284,0.048177946,0.021,127.67
13242,-45.51474486373166,0.1236897,107.02,0.260504202,0.32,0.132,14.01293694,0.056365153,0.038,124.97
13243,-45.469917083333335,0.125,107.3,0.25,0.33,0.106,17.22814338,0.04688443,0.021,132.88
13244,-45.478995000000005,0.125,107.16,0.25,0.33,0.121,18.79306957,0.051772477,0.023,128.22
13245,-45.40296518987341,0.1202532,107.25,0.256410256,0.31,0.129,13.78609741,0.052879026,0.0,128.25
13246,-45.471282916666674,0.125,107.49,0.25,0.33,0.098,19.26338719,0.048694038,0.006,131.41
13247,-45.46943458333333,0.125,107.84,0.25,0.33,0.113,25.20272887,0.049264862,0.019,152.69
13248,-45.47663229166667,0.125,107.25,0.25,0.33,0.163,17.29743442,0.062964636,0.046,127.31
13249,-45.47543208333333,0.125,107.19,0.25,0.33,0.127,19.98468428,0.053465262,0.04,127.66
13250,-45.36730607966457,0.1215933,107.36,0.245762712,0.33,0.113,12.30621955,0.051889215,0.021,128.05
13251,-45.46014125,0.125,107.47,0.25,0.33,0.171,9.720567171,0.058738755,0.06,127.52
13252,-45.451164999999996,0.125,106.79,0.25,0.33,0.129,11.1436207,0.051090285,0.037,125.65
13253,-45.47456770833333,0.125,107.44,0.25,0.33,0.113,14.67591763,0.045262079,0.052,126.41
13254,-45.47664458333334,0.125,107.22,0.25,0.33,0.081,20.27330127,0.051165782,0.027,126.32
13255,-45.470823958333334,0.125,107.47,0.25,0.33,0.146,17.76824622,0.056391082,0.029,128.6
13256,-45.46501229166667,0.125,107.31,0.25,0.33,0.163,9.055262236,0.060353765,0.031,132.29
13257,-45.463565833333334,0.125,107.03,0.25,0.33,0.148,17.97150838,0.055682606,0.05,127.24
13258,-45.480138125,0.125,107.01,0.25,0.33,0.123,16.69442032,0.049219178,0.023,128.78
13259,-45.44139456066946,0.123431,107.13,0.25210084,0.33,0.161,13.47220295,0.058904011,0.042,128.51
13260,-45.46771770833333,0.125,107.22,0.25,0.33,0.106,19.19730491,0.051163289,0.01,128.53
13261,-45.47304395833333,0.125,107.68,0.25,0.33,0.115,16.1381459,0.051806185,0.023,128.83
13262,-45.42600588235294,0.1218487,107.16,0.254237288,0.32,0.174,8.916446343,0.057478591,0.059,126.15
13263,-45.46272666666667,0.125,107.29,0.243697479,0.33,0.135,15.05520385,0.053903958,0.031,127.77
13264,-45.458449583333326,0.125,107.35,0.25,0.33,0.131,15.5101753,0.054190996,0.029,129.71
13265,-45.46167479166666,0.125,107.34,0.25,0.33,0.131,22.38910042,0.050721388,0.031,128.76
13266,-45.48591770833333,0.125,107.53,0.25,0.33,0.125,9.580306612,0.05212151,0.031,131.44
13267,-45.38722902542373,0.1186441,107.42,0.25862069,0.3,0.15,19.89194583,0.055418871,0.025,126.45
13268,-45.468521875,0.125,107.37,0.25,0.33,0.135,17.02059436,0.054614516,0.035,128.09
13269,-45.46601166666667,0.125,107.05,0.25,0.33,0.133,16.77853283,0.059449682,0.025,126.24
13270,-45.344687368421056,0.12,107.48,0.247863248,0.32,0.149,12.06416509,0.054075849,0.015,128.09
13271,-45.471034375,0.125,107.42,0.25,0.33,0.154,9.214610341,0.057301853,0.046,128.63
13272,-45.461896875,0.125,107.32,0.25,0.33,0.129,10.79146986,0.051208778,0.023,131.03
13273,-45.36847044025157,0.1215933,107.22,0.245762712,0.33,0.159,20.35448754,0.058889281,0.067,125.85
13274,-45.467000625,0.125,107.44,0.25,0.33,0.165,16.16998418,0.059136798,0.037,125.96
13275,-45.47053229166667,0.125,107.35,0.25,0.33,0.144,16.87603064,0.05284789,0.062,127.72
13276,-45.42659663865547,0.1218487,107.27,0.254237288,0.32,0.181,11.94268324,0.061969761,0.04,129.61
13277,-45.467936875,0.125,107.18,0.25,0.33,0.138,14.09875883,0.054982543,0.027,127.77
13278,-45.471035625,0.125,107.3,0.25,0.33,0.167,15.26196279,0.058793735,0.052,126.68
13279,-45.46577395833333,0.125,107.3,0.25,0.33,0.148,20.00600367,0.060795375,0.033,127.89
13280,-45.467654583333335,0.125,107.37,0.25,0.33,0.142,15.01552717,0.053664703,0.033,128.0
13281,-45.46883041666667,0.125,107.65,0.25,0.33,0.127,17.75015262,0.058738202,0.017,127.96
13282,-45.460144375,0.125,107.18,0.25,0.33,0.115,15.41709641,0.04840699,0.017,126.47
13283,-45.46684104166666,0.125,107.51,0.25,0.33,0.121,15.78015375,0.051623085,0.004,131.7
13284,-45.46517395833334,0.125,107.11,0.243697479,0.33,0.121,9.596234728,0.051467767,0.015,130.22
13285,-45.488123125,0.125,107.64,0.235294118,0.33,0.079,25.63571893,0.046234327,0.021,126.06
13286,-45.42867983193277,0.1218487,107.58,0.254237288,0.32,0.149,13.72218569,0.053603553,0.019,127.9
13287,-45.28291171548118,0.1213389,107.13,0.237288136,0.33,0.115,14.98729569,0.048574497,0.033,125.86
13288,-45.451646875,0.125,107.21,0.25,0.33,0.115,8.123823193,0.04841847,0.04,126.63
13289,-45.46189583333333,0.125,107.53,0.25,0.33,0.131,11.42480327,0.048884801,0.04,136.21
13290,-45.45733499999999,0.125,107.28,0.25,0.33,0.121,11.51465674,0.052414179,0.027,129.46
13291,-45.461196666666666,0.125,107.24,0.25,0.33,0.119,20.7717749,0.056757317,0.023,126.76
13292,-45.35977819706499,0.1215933,107.47,0.245762712,0.33,0.161,13.43453145,0.059102747,0.029,132.7
13293,-45.468058541666664,0.125,107.31,0.25,0.33,0.121,19.20476115,0.053027055,0.04,124.79
13294,-45.45771020833333,0.125,107.48,0.25,0.33,0.14,16.32787146,0.05283856,0.035,126.26
13295,-45.45947875,0.125,107.31,0.25,0.33,0.092,11.80444852,0.048308901,0.01,125.87
13296,-45.4681575,0.125,107.36,0.25,0.33,0.117,21.38420942,0.05015188,0.031,130.12
13297,-45.36610398322851,0.1215933,107.47,0.245762712,0.33,0.126,12.76394748,0.050341836,0.025,125.58
13298,-45.463655625,0.125,107.15,0.25,0.33,0.131,20.50071025,0.053933342,0.023,126.7
13299,-45.469263125,0.125,107.55,0.25,0.33,0.117,13.62522187,0.049232416,0.019,127.65
13300,-45.455863750000006,0.125,107.52,0.25,0.33,0.092,14.23461854,0.044151069,0.0,131.97
13301,-45.47256395833333,0.125,107.45,0.25,0.33,0.104,19.69944566,0.047997997,0.013,125.67
13302,-45.467530000000004,0.125,107.36,0.25,0.33,0.117,16.78601823,0.052341477,0.027,129.89
13303,-45.458347708333335,0.125,107.44,0.25,0.33,0.11,19.28373011,0.048701912,0.017,125.66
13304,-45.45620833333333,0.125,107.49,0.25,0.33,0.115,15.02709658,0.052849644,0.004,125.92
13305,-45.47778125,0.125,107.53,0.25,0.33,0.115,20.53196102,0.052049112,0.004,128.25
13306,-45.461251250000004,0.125,107.24,0.25,0.33,0.106,18.08967116,0.047026718,0.006,127.61
13307,-45.45632166666667,0.125,107.3,0.25,0.33,0.129,16.33107836,0.05626091,0.01,127.36
13308,-45.47934166666666,0.125,107.31,0.25,0.33,0.127,22.32196875,0.050569164,0.044,125.83
13309,-45.440979497907946,0.123431,107.3,0.25210084,0.33,0.151,22.93248108,0.055962229,0.031,126.9
13310,-45.47013333333334,0.125,107.63,0.25,0.33,0.085,13.37480622,0.045537406,0.01,132.96
13311,-45.466805625,0.125,107.49,0.25,0.33,0.148,10.15869997,0.057145325,0.025,127.23
13312,-45.46862770833333,0.125,107.1,0.237288136,0.33,0.096,17.66481622,0.049430896,0.015,126.93
13313,-45.46644145833333,0.125,107.52,0.243697479,0.33,0.123,19.38414472,0.04725441,0.042,126.46
13314,-45.46741229166666,0.125,107.45,0.25,0.33,0.152,11.88926154,0.05763281,0.05,126.84
13315,-45.47717520833333,0.125,107.38,0.25,0.33,0.113,10.74157601,0.055633453,0.01,129.16
13316,-45.47086375,0.125,107.76,0.25,0.33,0.11,16.55868988,0.05350526,0.002,131.95
13317,-45.468233125,0.125,107.45,0.25,0.33,0.148,15.2626715,0.054425813,0.035,126.15
13318,-45.47078520833334,0.125,107.3,0.243697479,0.33,0.115,14.12066815,0.051412794,0.05,129.24
13319,-45.459770625000004,0.125,107.35,0.25,0.33,0.129,15.34869395,0.056531103,0.037,125.84
13320,-45.46969875,0.125,107.2,0.25,0.33,0.11,14.77481602,0.051793871,0.004,131.64
13321,-45.46733583333333,0.125,107.57,0.25,0.33,0.1,12.03076338,0.051359801,0.004,128.4
13322,-45.4611025,0.125,107.16,0.25,0.33,0.144,16.56386884,0.054887086,0.017,124.59
13323,-45.45913875,0.125,107.23,0.25,0.33,0.129,18.4956145,0.050679061,0.029,125.79
13324,-45.47047645833333,0.125,107.5,0.25,0.33,0.165,21.18983091,0.061089489,0.035,127.86
13325,-45.45846958333333,0.125,107.23,0.25,0.33,0.087,19.29181523,0.048216219,0.006,127.84
13326,-45.46756625,0.125,107.4,0.25,0.33,0.119,23.25797424,0.052310803,0.019,131.94
13327,-45.469909791666666,0.125,107.06,0.25,0.33,0.163,17.76842723,0.058181471,0.042,127.49
13328,-45.42934726890756,0.1218487,107.41,0.254237288,0.32,0.124,15.0736749,0.050530195,0.044,126.99
13329,-45.46996729166666,0.125,107.09,0.25,0.33,0.104,17.3587914,0.049524527,0.002,132.78
13330,-45.454396249999995,0.125,107.37,0.25,0.33,0.135,12.27324181,0.053434052,0.013,134.73
13331,-45.43180819327731,0.1218487,107.58,0.254237288,0.32,0.132,13.55899038,0.049752534,0.019,128.33
13332,-45.33993010526316,0.12,107.3,0.247863248,0.32,0.133,12.61464964,0.053949068,0.023,126.91
13333,-45.462356666666665,0.125,107.03,0.25,0.33,0.087,18.74568125,0.054167326,0.031,126.56
13334,-45.478675625,0.125,107.08,0.25,0.33,0.165,13.7643526,0.055350186,0.031,126.73
13335,-45.52753417190775,0.1236897,107.43,0.260504202,0.32,0.124,18.39559279,0.053054204,0.021,128.35
13336,-45.46377916666667,0.125,107.41,0.25,0.33,0.119,19.6494177,0.05379033,0.023,125.35
13337,-45.47030604166666,0.125,107.26,0.25,0.33,0.123,12.16299441,0.051030969,0.023,125.85
13338,-45.476789374999996,0.125,107.48,0.25,0.33,0.117,16.35790645,0.054556742,0.027,130.77
13339,-45.46101916666667,0.125,107.4,0.25,0.33,0.15,12.49168301,0.056199608,0.065,126.86
13340,-45.45097729166666,0.125,107.19,0.25,0.33,0.11,10.56813706,0.05507178,0.017,127.48
13341,-45.35732662473795,0.1215933,107.27,0.245762712,0.33,0.136,9.46396393,0.054904709,0.025,127.55
13342,-45.469636875,0.125,107.46,0.25,0.33,0.11,13.13357798,0.046655088,0.017,129.14
13343,-45.46762979166667,0.125,106.97,0.243697479,0.33,0.102,12.50428341,0.052039555,0.0,129.4
13344,-45.354353668763096,0.1215933,107.37,0.245762712,0.33,0.178,18.84205932,0.061162191,0.052,124.61
13345,-45.461127499999996,0.125,107.3,0.243697479,0.33,0.106,9.414072688,0.05621989,0.019,128.01
13346,-45.317752854122624,0.1183932,107.36,0.25,0.31,0.14,16.1096135,0.061960969,0.03,126.21
13347,-45.525666457023064,0.1236897,107.42,0.254237288,0.32,0.143,14.31156534,0.057475018,0.017,126.9
13348,-45.47423270833334,0.125,107.3,0.237288136,0.33,0.198,12.53595916,0.065404876,0.042,127.49
13349,-45.460587499999995,0.125,107.23,0.25,0.33,0.108,19.22621064,0.045952669,0.015,129.91
13350,-45.47456583333334,0.125,107.21,0.243697479,0.33,0.146,9.479427789,0.056324664,0.05,127.75
13351,-45.46209895833333,0.125,107.04,0.25,0.33,0.098,11.15676351,0.04632728,0.021,125.71
13352,-45.46485895833334,0.125,107.06,0.25,0.33,0.106,15.44353951,0.048100235,0.008,126.95
13353,-45.47745375,0.125,107.24,0.25,0.33,0.127,14.22963988,0.055551714,0.023,127.97
13354,-45.45681958333333,0.125,107.08,0.25,0.33,0.148,13.35023608,0.053840726,0.069,126.18
13355,-45.45977375,0.125,107.25,0.25,0.33,0.146,10.90318794,0.055331853,0.029,129.67
13356,-45.46436583333333,0.125,107.41,0.25,0.33,0.127,16.55627371,0.051904057,0.004,133.03
13357,-45.46427833333333,0.125,107.49,0.25,0.33,0.131,20.89287451,0.052507634,0.021,129.43
13358,-45.47976166666667,0.125,107.38,0.25,0.33,0.117,15.77673477,0.051043973,0.042,125.89
13359,-45.52114360587002,0.1236897,107.75,0.260504202,0.32,0.153,15.57634821,0.057864299,0.04,125.73
13360,-45.46500979166667,0.125,107.62,0.25,0.33,0.156,8.763007217,0.05947641,0.05,126.64
13361,-45.4353731092437,0.1218487,107.13,0.254237288,0.32,0.13,15.40276411,0.054634867,0.015,130.82
13362,-45.50867382445141,0.1253918,107.21,0.136690647,0.5,0.052,9.792417584,0.043422957,0.025,124.2
13363,-45.50725172413793,0.1253918,107.39,0.136690647,0.5,0.024,12.32347828,0.036731888,0.006,123.93
13364,-45.46309729166667,0.125,107.37,0.243697479,0.33,0.106,10.5415306,0.05146028,0.0,127.8
13365,-45.55883543307086,0.1244094,107.27,0.144927536,0.49,0.019,9.431073049,0.033328583,0.005,124.7
13366,-45.51331489028213,0.1253918,107.36,0.142857143,0.5,0.028,3.997643,0.039105799,0.008,127.43
13367,-45.50667805642633,0.1253918,107.23,0.142857143,0.5,0.027,4.723118845,0.034627746,0.0,132.61
13368,-45.415561489698895,0.1204437,107.48,0.139705882,0.49,0.032,5.136122909,0.039607136,0.013,130.98
13369,-45.52045391849529,0.1253918,107.49,0.142857143,0.5,0.031,14.41358465,0.037209057,0.0,125.5
13370,-45.49912334384858,0.1230284,107.25,0.144927536,0.49,0.03,6.707247792,0.038459931,0.0,126.53
13371,-45.489949369085174,0.1230284,107.14,0.144927536,0.49,0.009,9.930269438,0.031284994,0.0,127.69
13372,-45.51024404388715,0.1253918,107.2,0.142857143,0.5,0.022,4.738018,0.034854479,0.003,133.37
13373,-45.50166645768025,0.1253918,107.25,0.142857143,0.5,0.027,4.014061821,0.039234121,0.0,126.99
13374,-45.512558307210035,0.1253918,107.37,0.142857143,0.5,0.033,4.632929994,0.039926418,0.019,134.07
13375,-45.51779278996865,0.1253918,107.31,0.142857143,0.5,0.031,4.294589368,0.038497267,0.005,133.93
13376,-45.51457131661442,0.1253918,107.44,0.142857143,0.5,0.034,6.855795034,0.039925,0.011,126.96
13377,-45.47246719242902,0.1230284,107.21,0.138686131,0.49,0.025,5.920555341,0.037568324,0.006,134.77
13378,-45.49788620689655,0.1253918,107.27,0.142857143,0.5,0.031,5.184884788,0.041045521,0.002,127.38
13379,-45.50567868338558,0.1253918,107.07,0.142857143,0.5,0.042,9.237346828,0.040702706,0.008,125.63
13380,-45.51398887147336,0.1253918,107.21,0.136690647,0.5,0.03,8.484194639,0.038201929,0.016,131.33
13381,-45.50745015673981,0.1253918,107.33,0.142857143,0.5,0.031,6.471154454,0.040849987,0.003,124.09
13382,-45.51245141065831,0.1253918,107.25,0.142857143,0.5,0.028,6.974589932,0.039276821,0.013,131.85
13383,-45.48247302839117,0.1230284,107.27,0.138686131,0.49,0.022,10.67071572,0.035850088,0.005,124.79
13384,-45.566624251968506,0.1244094,107.13,0.144927536,0.49,0.033,3.241330053,0.040265063,0.008,126.92
13385,-45.51658589341693,0.1253918,107.12,0.142857143,0.5,0.025,3.865627836,0.03622491,0.0,131.21
13386,-45.5076829153605,0.1253918,107.28,0.142857143,0.5,0.055,4.596752544,0.04161529,0.014,131.04
13387,-45.517075705329155,0.1253918,107.32,0.142857143,0.5,0.03,3.584528767,0.038730597,0.0,132.62
13388,-45.49054716088328,0.1230284,107.29,0.144927536,0.49,0.035,6.77031349,0.039875721,0.003,131.69
13389,-45.525201410658305,0.1253918,107.39,0.142857143,0.5,0.045,8.252426983,0.042085259,0.008,124.45
13390,-45.48321545741325,0.1230284,107.35,0.144927536,0.49,0.035,7.057909812,0.04115626,0.003,128.21
13391,-45.51457915360502,0.1253918,107.34,0.142857143,0.5,0.017,3.614501528,0.041469835,0.0,129.09
13392,-45.51774263322884,0.1253918,107.25,0.136690647,0.5,0.031,4.323226481,0.037558087,0.0,126.62
13393,-45.455910158730156,0.1206349,107.48,0.147058824,0.48,0.037,10.38582402,0.040718464,0.01,135.02
13394,-45.513997492163014,0.1253918,107.31,0.136690647,0.5,0.03,13.62379465,0.040722432,0.006,133.57
13395,-45.48647066246057,0.1230284,107.06,0.144927536,0.49,0.014,8.055424494,0.032711582,0.003,124.79
13396,-45.518297021943575,0.1253918,107.38,0.142857143,0.5,0.022,9.881976251,0.037266836,0.0,135.76
13397,-45.50801865203762,0.1253918,107.06,0.142857143,0.5,0.016,3.794533094,0.035171001,0.006,125.0
13398,-45.51784796238244,0.1253918,107.35,0.142857143,0.5,0.039,5.848285751,0.040690344,0.002,124.93
13399,-45.51029247648903,0.1253918,107.48,0.142857143,0.5,0.022,5.556998034,0.03568517,0.002,133.71
13400,-45.52124404388715,0.1253918,107.44,0.142857143,0.5,0.064,2.388120955,0.047612659,0.019,131.21
13401,-45.469009463722394,0.1230284,107.19,0.144927536,0.49,0.025,7.658040849,0.037016735,0.005,133.01
13402,-45.51126771159875,0.1253918,107.34,0.136690647,0.5,0.036,8.209059986,0.04050571,0.006,127.15
13403,-45.49887413249211,0.1230284,107.26,0.144927536,0.49,0.041,7.310200436,0.042947533,0.022,126.03
13404,-45.44518283464567,0.1228346,107.41,0.137681159,0.5,0.044,4.360166162,0.042271629,0.006,127.42
13405,-45.59640300632911,0.1234177,107.12,0.15942029,0.48,0.047,10.46187692,0.041127138,0.006,126.76
13406,-45.52228432601881,0.1253918,107.27,0.142857143,0.5,0.052,3.3245121,0.042046686,0.013,125.61
13407,-45.52204655172414,0.1253918,107.28,0.142857143,0.5,0.019,5.896712332,0.032889686,0.011,127.52
13408,-45.51683855799373,0.1253918,107.34,0.142857143,0.5,0.011,8.72526266,0.036801267,0.0,133.67
13409,-45.52672601880878,0.1253918,107.39,0.142857143,0.5,0.033,6.393994714,0.040105891,0.016,130.84
13410,-45.49357476340694,0.1230284,107.43,0.131386861,0.49,0.049,5.379384149,0.043407209,0.011,125.89
13411,-45.55785275590551,0.1244094,107.63,0.151079137,0.49,0.025,4.262346903,0.036066625,0.005,132.86
13412,-45.551952283464566,0.1244094,107.28,0.151079137,0.49,0.041,11.44673969,0.038931101,0.003,129.1
13413,-45.48134668769716,0.1230284,107.26,0.144927536,0.49,0.027,10.32921908,0.036908201,0.008,125.18
13414,-45.43776803149606,0.1228346,107.26,0.137681159,0.5,0.043,2.078061482,0.046007537,0.019,126.21
13415,-45.52627053291536,0.1253918,107.63,0.142857143,0.5,0.036,14.46371063,0.039665009,0.013,129.58
13416,-45.50918369905956,0.1253918,107.31,0.142857143,0.5,0.053,2.954535016,0.042513986,0.014,124.24
13417,-45.501464420062696,0.1253918,107.36,0.136690647,0.5,0.025,12.45152514,0.040785116,0.0,127.99
13418,-45.518575862068964,0.1253918,107.25,0.142857143,0.5,0.022,11.5848618,0.035006371,0.0,128.22
13419,-45.548074330708666,0.1244094,107.2,0.138686131,0.49,0.028,6.829517806,0.037314139,0.008,133.1
13420,-45.52179263322884,0.1253918,107.58,0.142857143,0.5,0.022,6.362825721,0.035741463,0.006,125.8
13421,-45.51992194357367,0.1253918,107.4,0.142857143,0.5,0.03,6.039674516,0.038803004,0.011,124.95
13422,-45.5204263322884,0.1253918,107.24,0.142857143,0.5,0.033,9.811856183,0.038124235,0.008,131.13
13423,-45.513065830721004,0.1253918,107.21,0.142857143,0.5,0.017,5.282545513,0.034780382,0.005,128.74
13424,-45.52725360501567,0.1253918,107.26,0.142857143,0.5,0.013,7.355761822,0.033665983,0.002,132.91
13425,-45.54975937007874,0.1244094,107.24,0.137681159,0.49,0.013,7.334456388,0.039453032,0.009,134.5
13426,-45.52135094043887,0.1253918,107.21,0.136690647,0.5,0.028,6.795669364,0.038985364,0.011,133.1
13427,-45.48094369085174,0.1230284,107.16,0.144927536,0.49,0.035,7.736305735,0.042044699,0.009,132.22
13428,-45.517372257053296,0.1253918,107.26,0.142857143,0.5,0.016,7.515508649,0.032696756,0.0,130.21
13429,-45.513175705329154,0.1253918,107.25,0.142857143,0.5,0.017,5.818037428,0.037222797,0.002,135.16
13430,-45.510844670846396,0.1253918,107.19,0.136690647,0.5,0.024,7.802241419,0.03643806,0.003,129.86
13431,-45.47173201892744,0.1230284,107.09,0.144927536,0.49,0.03,4.308312215,0.036815293,0.013,133.99
