,energy_per_atom,O_concentration,C-O-H_C-sp1-H:mean_value,ether_concentration,H-O_coordination_number,O_n12_m2,prox_Ixx_ether_area,norm_density_ether_std,sp2-like_n11_m3,max_bond_angle
3538,-46.453675170068024,0.2040816,107.59,0.212765957,0.54,0.187,8.519617239,0.060937755,0.139,131.2
3539,-46.478236054421764,0.2040816,107.67,0.212765957,0.54,0.139,9.521946039,0.05504775,0.092,134.93
3540,-46.47955714285714,0.2040816,107.18,0.212765957,0.54,0.16,8.838363909,0.061926633,0.102,129.74
3541,-46.45582993197279,0.2040816,107.44,0.204301075,0.54,0.167,7.016884958,0.067094802,0.082,131.18
3542,-46.488039455782314,0.2040816,107.64,0.212765957,0.54,0.153,9.628569902,0.060756344,0.119,128.03
3543,-46.465496598639454,0.2040816,107.37,0.212765957,0.54,0.187,8.068067646,0.059762837,0.136,131.71
3544,-46.494405102040815,0.2040816,107.64,0.193548387,0.54,0.187,9.059938746,0.064727191,0.058,127.44
3545,-46.486980952380954,0.2040816,107.9,0.184782609,0.54,0.075,8.580533598,0.059363767,0.071,131.33
3546,-46.482252721088436,0.2040816,107.43,0.204301075,0.54,0.105,10.73595433,0.058029196,0.054,130.47
3547,-46.47610306122449,0.2040816,107.66,0.212765957,0.54,0.214,8.463729926,0.062314946,0.092,125.89
3548,-46.45245714285714,0.2040816,107.36,0.204301075,0.54,0.133,10.47884463,0.055209798,0.16,135.08
3549,-46.484436394557825,0.2040816,107.6,0.212765957,0.54,0.119,11.15758121,0.04816062,0.075,127.69
3550,-46.4770119047619,0.2040816,107.42,0.212765957,0.54,0.177,8.442407112,0.057771012,0.109,134.62
3551,-46.47322925170068,0.2040816,107.69,0.212765957,0.54,0.173,7.56479145,0.060658221,0.122,131.7
3552,-46.282050171821304,0.1993127,107.59,0.206521739,0.53,0.206,6.83318138,0.068379583,0.131,132.85
3553,-46.56478556701031,0.2027491,107.8,0.225806452,0.53,0.151,8.953344216,0.066261958,0.12,131.89
3554,-46.47904863945578,0.2040816,107.68,0.204301075,0.54,0.167,8.322875818,0.057758656,0.078,133.03
3555,-46.43545586206896,0.2,107.44,0.217391304,0.53,0.21,8.184261298,0.063606417,0.141,127.27
3556,-46.4786880952381,0.2040816,107.47,0.212765957,0.54,0.197,7.296970385,0.060370328,0.116,131.31
3557,-46.47259319727891,0.2040816,107.55,0.212765957,0.54,0.136,7.297198613,0.053396773,0.058,132.08
3558,-46.46906190476191,0.2040816,107.59,0.212765957,0.54,0.15,9.533704635,0.051781543,0.082,132.74
3559,-46.47219591836735,0.2040816,107.41,0.212765957,0.54,0.218,7.910373418,0.067257163,0.068,135.83
3560,-46.4694462585034,0.2040816,107.49,0.212765957,0.54,0.109,11.9724495,0.051384235,0.071,133.7
3561,-46.57348350515464,0.2027491,107.56,0.225806452,0.53,0.199,10.3056296,0.062006419,0.089,129.0
3562,-46.45755918367347,0.2040816,107.2,0.212765957,0.54,0.119,9.26756281,0.052910294,0.078,129.93
3563,-46.5056880952381,0.2040816,107.74,0.193548387,0.54,0.16,8.745465239,0.071658872,0.054,136.93
3564,-46.568310652920964,0.2027491,107.51,0.225806452,0.53,0.186,11.13634681,0.058113217,0.072,130.97
3565,-49.72141234676007,0.262697,107.9,0.26446281,0.75,0.311,23.41380898,0.068042514,0.128,138.59
3566,-49.71170404929577,0.2614437,107.86,0.275482094,0.75,0.271,28.04285477,0.059109375,0.122,131.89
3567,-49.75734828797191,0.262511,107.89,0.262430939,0.75,0.263,23.24350713,0.065248212,0.139,137.0
3568,-49.74498428446005,0.262511,107.75,0.272727273,0.75,0.295,20.20810468,0.068032276,0.146,132.44
3569,-49.72095402802102,0.262697,107.74,0.266483516,0.75,0.241,20.93028735,0.065399996,0.097,133.06
3570,-49.72337802101576,0.262697,107.7,0.263736264,0.75,0.281,28.18957328,0.064061167,0.144,134.9
3571,-49.72330192644483,0.262697,107.79,0.271232877,0.75,0.275,24.98301527,0.05983477,0.118,134.37
3572,-49.710266228070175,0.2622807,107.84,0.259668508,0.75,0.25,24.34069717,0.067398452,0.109,139.88
3573,-49.72056199649737,0.262697,107.89,0.257617729,0.75,0.275,26.9539076,0.063866478,0.143,158.79
3574,-49.717453064798605,0.262697,107.86,0.266483516,0.75,0.257,29.70798527,0.057821801,0.106,137.25
3575,-49.78362605633803,0.2623239,107.84,0.275482094,0.75,0.28,27.92133605,0.063441976,0.129,131.26
3576,-49.71738677758319,0.262697,107.81,0.273224044,0.75,0.264,22.95019178,0.06894453,0.098,146.1
3577,-49.78434709507042,0.2623239,107.93,0.271468144,0.75,0.305,24.20499957,0.064272018,0.125,137.95
3578,-49.71135761821366,0.262697,107.83,0.268493151,0.75,0.268,20.39205758,0.067224317,0.161,132.34
3579,-49.72110738137082,0.2618629,107.8,0.253481894,0.75,0.247,25.6097587,0.06269304,0.114,136.62
3580,-49.75361167690957,0.262511,107.84,0.274725275,0.75,0.262,25.81104144,0.065539569,0.133,165.12
3581,-49.74389236172081,0.262511,107.83,0.274725275,0.75,0.25,26.26853566,0.064648104,0.152,135.27
3582,-49.78712772887324,0.2623239,107.81,0.278236915,0.75,0.242,31.05516041,0.065021033,0.136,131.08
3583,-49.72137810858144,0.262697,107.7,0.258953168,0.75,0.246,23.26126361,0.063410133,0.116,134.41
3584,-49.723751052631584,0.2622807,107.88,0.273972603,0.75,0.262,24.91633713,0.065631829,0.132,134.65
3585,-49.7468708003518,0.2620932,107.8,0.272727273,0.75,0.273,24.92367317,0.06927031,0.144,134.85
3586,-49.749058384547844,0.262511,107.83,0.26519337,0.75,0.287,26.30574235,0.064506999,0.108,142.74
3587,-49.74890368744513,0.262511,107.68,0.276712329,0.75,0.28,28.93867479,0.061093263,0.148,137.39
3588,-49.68521474978051,0.261633,107.79,0.26519337,0.75,0.283,21.36428325,0.065460755,0.137,133.88
3589,-49.754376470588234,0.262511,107.76,0.269972452,0.75,0.264,23.72918015,0.065336545,0.093,133.82
3590,-49.68319209833187,0.261633,107.87,0.269972452,0.75,0.288,24.29338084,0.063854419,0.099,140.77
3591,-49.72703712784589,0.262697,107.75,0.266483516,0.75,0.291,21.0542457,0.066700828,0.113,130.68
3592,-49.74928911325725,0.262511,107.75,0.276712329,0.75,0.309,23.97110224,0.070353412,0.145,138.4
3593,-49.7191711033275,0.262697,107.69,0.271232877,0.75,0.319,19.65715711,0.070908373,0.11,135.27
3594,-49.719318213660245,0.262697,107.78,0.271232877,0.75,0.324,24.97571294,0.0694591,0.1,134.29
3595,-49.71881357267951,0.262697,107.7,0.271232877,0.75,0.292,25.5905809,0.061056964,0.112,142.67
3596,-49.71515148861646,0.262697,107.85,0.271232877,0.75,0.31,16.8955953,0.070976931,0.127,137.26
3597,-49.7939897887324,0.2623239,107.77,0.270718232,0.75,0.262,25.59705334,0.061054283,0.129,130.74
3598,-49.714902894736845,0.2622807,107.74,0.273972603,0.75,0.285,25.84133793,0.060766484,0.101,134.83
3599,-49.72756050788091,0.262697,107.85,0.261707989,0.75,0.245,20.3276396,0.067992707,0.113,135.14
3600,-49.7822911971831,0.2623239,107.87,0.278236915,0.75,0.268,27.8211736,0.063645728,0.098,131.36
3601,-49.72392745614035,0.2622807,107.75,0.273972603,0.75,0.294,21.87045855,0.062320843,0.084,169.8
3602,-49.72392705779335,0.262697,107.95,0.26446281,0.75,0.297,23.23871563,0.065841093,0.116,139.07
3603,-49.72018493870403,0.262697,107.66,0.273224044,0.75,0.31,19.12887184,0.069560892,0.134,132.75
3604,-49.721143607705784,0.262697,107.87,0.271232877,0.75,0.263,19.42351304,0.066630125,0.112,132.57
3605,-49.71610906690141,0.2614437,107.78,0.275482094,0.75,0.321,25.36175246,0.071055635,0.086,131.09
3606,-49.74809445910291,0.2620932,107.79,0.270718232,0.75,0.3,28.53224441,0.065880651,0.131,131.06
3607,-49.71945017574692,0.2618629,107.76,0.274725275,0.75,0.295,22.41523814,0.063863566,0.117,130.01
3608,-49.75415741878841,0.262511,107.82,0.276712329,0.75,0.264,26.84143268,0.062862205,0.107,141.83
3609,-49.72404045534151,0.262697,107.81,0.268493151,0.75,0.265,26.93603151,0.062591177,0.115,138.0
3610,-49.72042915936953,0.262697,107.93,0.271232877,0.75,0.285,19.87787174,0.070054172,0.139,140.17
3611,-49.7273727670753,0.262697,107.67,0.271232877,0.75,0.284,25.29292842,0.061249533,0.115,135.61
3612,-49.722775394045534,0.262697,107.83,0.271232877,0.75,0.306,15.73601038,0.070647612,0.105,133.6
3613,-49.71315481611209,0.262697,107.71,0.273224044,0.75,0.256,24.81106696,0.067504968,0.116,133.84
3614,-49.741000792951546,0.261674,107.78,0.268698061,0.75,0.29,23.14706762,0.064111847,0.141,130.76
3615,-49.721571803852896,0.262697,107.67,0.271232877,0.75,0.289,28.29521407,0.06630759,0.104,131.19
3616,-49.75360406001766,0.2612533,107.92,0.274238227,0.75,0.316,22.98101334,0.0663392,0.122,130.99
3617,-49.715351050788094,0.262697,107.88,0.262430939,0.75,0.235,27.7574061,0.061142158,0.13,134.44
3618,-49.747259911894275,0.261674,107.84,0.273480663,0.75,0.33,18.84543696,0.075722044,0.132,131.82
3619,-49.74914468832309,0.262511,107.78,0.267955801,0.75,0.277,26.82124099,0.060138147,0.1,132.38
3620,-49.762164442493415,0.262511,107.82,0.276712329,0.75,0.289,22.16967412,0.067929688,0.098,133.47
3621,-49.722739141856394,0.262697,107.7,0.271232877,0.75,0.306,24.47798133,0.067028648,0.111,171.76
3622,-49.6858055408971,0.2612137,107.72,0.261111111,0.75,0.267,26.91005027,0.062629779,0.122,133.12
3623,-49.75998103599649,0.262511,107.89,0.274725275,0.75,0.277,24.62186469,0.067137674,0.109,142.44
3624,-49.70933861646235,0.262697,107.75,0.254847645,0.75,0.263,23.28155896,0.06738012,0.13,133.04
3625,-49.72328327464788,0.2614437,107.77,0.265927978,0.75,0.306,24.2652201,0.062329022,0.133,129.29
3626,-49.712165674255694,0.262697,107.83,0.266483516,0.75,0.271,20.71324472,0.06720923,0.115,138.85
3627,-49.76042237885463,0.261674,107.81,0.278236915,0.75,0.334,23.83211931,0.070357942,0.108,168.25
3628,-49.71731915641477,0.2618629,107.79,0.269972452,0.75,0.257,24.84578076,0.063920786,0.12,129.62
3629,-49.65347376760563,0.2605634,107.95,0.270718232,0.75,0.319,21.754902,0.066041358,0.135,134.21
3630,-49.72149789842381,0.262697,107.82,0.273224044,0.75,0.268,29.15955603,0.062850143,0.134,142.08
3631,-49.724131085814356,0.262697,107.9,0.273224044,0.75,0.263,28.934733,0.056818306,0.121,134.53
3632,-49.760656035242285,0.261674,107.81,0.273480663,0.75,0.309,20.11048863,0.065212066,0.126,135.74
3633,-49.71742451838879,0.262697,107.78,0.26446281,0.75,0.284,29.09644797,0.056389794,0.137,134.48
3634,-49.72662697022767,0.262697,107.83,0.273224044,0.75,0.282,27.25698486,0.057864716,0.163,129.29
3635,-49.719325218914186,0.262697,107.67,0.269230769,0.75,0.267,25.76050535,0.066400183,0.112,137.69
3636,-49.74195267778753,0.262511,107.79,0.271978022,0.75,0.323,26.75627282,0.075274584,0.102,140.52
3637,-49.71792513274337,0.260177,107.91,0.272980501,0.75,0.307,24.76181667,0.065868578,0.134,134.24
3638,-49.71299569420035,0.2618629,107.68,0.267955801,0.75,0.314,23.35868345,0.068794717,0.099,130.53
3639,-49.75427190517998,0.262511,107.78,0.276712329,0.75,0.305,20.03880298,0.06394936,0.155,132.8
3640,-49.721259490333914,0.2618629,107.86,0.269972452,0.75,0.274,22.67073799,0.066537754,0.111,135.05
3641,-49.71689472759227,0.2618629,107.64,0.270718232,0.75,0.244,22.87963792,0.063599914,0.12,134.12
3642,-49.79361945422536,0.2623239,107.74,0.275482094,0.75,0.339,26.56719508,0.074233719,0.14,129.95
3643,-49.719081698774076,0.262697,107.76,0.273224044,0.75,0.36,21.08755811,0.069230021,0.118,134.94
3644,-49.7270647368421,0.2622807,107.75,0.262430939,0.75,0.211,27.08995796,0.071077937,0.096,166.09
3645,-49.75417925860547,0.2612533,107.72,0.274238227,0.75,0.252,22.76902462,0.063333928,0.109,140.71
3646,-49.71692834507042,0.2614437,107.67,0.268698061,0.75,0.306,22.74125994,0.067833464,0.103,134.26
3647,-49.6887471416007,0.2612137,107.83,0.263157895,0.75,0.277,23.82848339,0.065186599,0.103,134.8
3648,-49.72051502636204,0.2618629,107.69,0.26519337,0.75,0.261,24.17427927,0.066295116,0.112,132.71
3649,-49.75618489903424,0.262511,107.84,0.276712329,0.75,0.32,25.90687625,0.065953089,0.114,133.55
3650,-49.718973905429074,0.262697,107.86,0.271232877,0.75,0.249,27.5721606,0.061312782,0.117,136.88
3651,-49.78690758377425,0.2619048,107.86,0.271468144,0.75,0.298,25.46552199,0.070069545,0.11,133.26
3652,-49.724984007029875,0.2618629,107.78,0.267955801,0.75,0.296,25.36008385,0.065997961,0.099,132.42
3653,-49.71961622807018,0.2622807,107.77,0.269230769,0.75,0.312,23.50208871,0.070352451,0.109,137.89
3654,-49.71904439579684,0.262697,107.79,0.26519337,0.75,0.295,22.8233811,0.067983401,0.112,135.21
3655,-49.717507968476355,0.262697,107.72,0.266483516,0.75,0.263,18.81367059,0.065416456,0.13,166.55
3656,-49.72346900175131,0.262697,107.91,0.26519337,0.75,0.237,27.39069735,0.057073085,0.111,141.65
3657,-49.715134676007004,0.262697,107.7,0.273224044,0.75,0.291,23.31934256,0.059580649,0.131,132.35
3658,-49.73500516637478,0.262697,107.88,0.263736264,0.75,0.234,26.71985645,0.062741307,0.086,139.39
3659,-49.70898938596491,0.2622807,107.66,0.267217631,0.75,0.265,27.8513495,0.06400875,0.116,156.26
3660,-49.719090367775834,0.262697,107.77,0.273224044,0.75,0.305,22.61085906,0.069059112,0.107,136.27
3661,-49.72061760070053,0.262697,107.76,0.266483516,0.75,0.284,18.53973041,0.073465494,0.095,135.17
3662,-49.75534100087797,0.262511,107.83,0.274725275,0.75,0.243,26.35440248,0.067526592,0.095,134.39
3663,-49.68157959542656,0.2612137,107.77,0.270718232,0.75,0.243,24.88834596,0.062775593,0.144,131.98
3664,-49.71978787346222,0.2618629,107.66,0.269972452,0.75,0.34,21.01460267,0.071312464,0.134,131.64
3665,-49.75895100965759,0.262511,107.74,0.269972452,0.75,0.277,23.07946922,0.067311079,0.112,137.38
3666,-49.74815911894273,0.261674,107.79,0.268698061,0.75,0.252,22.11933155,0.063063411,0.137,166.14
3667,-49.75618226514486,0.262511,107.89,0.271978022,0.75,0.347,22.39994525,0.070293626,0.126,143.2
3668,-49.72563057996485,0.2618629,107.85,0.274725275,0.75,0.301,21.25398127,0.067559071,0.107,134.48
3669,-49.72620297723292,0.262697,107.78,0.26446281,0.75,0.306,24.84085407,0.064831293,0.115,130.2
3670,-49.68813880597015,0.261633,107.83,0.271978022,0.75,0.281,26.76519574,0.068343492,0.119,131.54
3671,-49.72235227670753,0.262697,107.92,0.271232877,0.75,0.331,21.37781487,0.073583453,0.106,135.51
3672,-49.72661611208406,0.262697,107.68,0.266483516,0.75,0.27,24.34769724,0.069731077,0.119,138.52
3673,-49.7276003502627,0.262697,107.63,0.252077562,0.75,0.258,29.93926963,0.066439799,0.125,174.3
3674,-49.71242390542907,0.262697,107.81,0.269230769,0.75,0.294,25.27742498,0.068496242,0.117,166.41
3675,-49.74765917471466,0.262511,107.67,0.271978022,0.75,0.305,22.48207205,0.070777995,0.112,135.02
3676,-49.71610202464789,0.2614437,107.75,0.268698061,0.75,0.29,28.09423908,0.062507366,0.104,130.87
3677,-49.72972311072056,0.2618629,107.9,0.269972452,0.75,0.253,27.2542436,0.058457058,0.123,131.9
3678,-49.75445460930641,0.262511,107.85,0.269972452,0.75,0.313,27.38881416,0.062832441,0.117,134.16
3679,-49.723979772329244,0.262697,107.88,0.266483516,0.75,0.274,20.04384952,0.067415142,0.12,135.23
3680,-49.7287550788091,0.262697,107.73,0.261707989,0.75,0.239,22.53265775,0.066857961,0.102,132.89
3681,-49.7223588441331,0.262697,107.83,0.268493151,0.75,0.278,27.57396691,0.061990061,0.139,137.97
3682,-49.75087576821773,0.262511,107.69,0.276712329,0.75,0.315,26.28364539,0.06366114,0.109,163.54
3683,-49.7492412642669,0.262511,107.64,0.276712329,0.75,0.289,28.02364875,0.063229989,0.127,134.12
3684,-49.75994495171203,0.262511,107.84,0.269972452,0.75,0.271,20.16838823,0.07021486,0.099,130.62
3685,-49.727772942206656,0.262697,107.74,0.266483516,0.75,0.322,23.41067812,0.063517416,0.104,175.32
3686,-49.72278336252189,0.262697,107.86,0.261707989,0.75,0.254,29.00349687,0.06459892,0.108,133.56
3687,-49.71366847635727,0.262697,107.78,0.263736264,0.75,0.281,28.66937169,0.06586593,0.11,161.55
3688,-49.71948292469352,0.262697,107.66,0.268493151,0.75,0.269,21.87550944,0.065271916,0.127,129.03
3689,-49.72124956217163,0.262697,107.78,0.267217631,0.75,0.264,18.66937928,0.068807751,0.096,131.87
3690,-49.72069947460596,0.262697,107.63,0.271232877,0.75,0.319,19.4045764,0.067905012,0.106,143.13
3691,-49.75968586479368,0.262511,107.79,0.276712329,0.75,0.272,26.48004009,0.067738903,0.121,134.7
3692,-49.75786382791922,0.262511,107.72,0.269972452,0.75,0.277,28.58300145,0.064143465,0.146,164.37
3693,-49.71619947460595,0.262697,107.8,0.268493151,0.75,0.261,26.70865557,0.063192945,0.135,144.77
3694,-49.72015586690017,0.262697,107.69,0.267217631,0.75,0.247,27.68586796,0.054025654,0.117,134.48
3695,-49.7120111599297,0.2618629,107.79,0.267955801,0.75,0.301,26.48472679,0.0639848,0.105,165.46
3696,-49.72852294220665,0.262697,107.76,0.268493151,0.75,0.264,28.09334519,0.064829029,0.112,135.81
3697,-49.72722872154115,0.262697,107.82,0.271232877,0.75,0.314,22.98887951,0.063058445,0.129,133.97
3698,-49.67679050131926,0.2612137,107.74,0.266666667,0.75,0.369,20.35000224,0.071705726,0.098,134.1
3699,-49.721408493870406,0.262697,107.83,0.26446281,0.75,0.284,19.07881282,0.068306974,0.098,132.27
3700,-49.717171891418566,0.262697,107.8,0.271232877,0.75,0.303,25.42233911,0.066285773,0.107,136.99
3701,-49.721933800350264,0.262697,107.84,0.273224044,0.75,0.279,20.50314448,0.069183311,0.113,139.56
3702,-49.75339243623571,0.2620932,107.83,0.267955801,0.75,0.328,25.97026347,0.073051729,0.118,131.68
3703,-49.71587794376099,0.2618629,107.77,0.269972452,0.75,0.236,30.44474471,0.055788989,0.115,139.59
3704,-49.75633582089552,0.262511,107.83,0.274725275,0.75,0.263,27.71790719,0.059095462,0.125,138.26
3705,-49.71443012259195,0.262697,107.79,0.271232877,0.75,0.27,25.2175691,0.064212637,0.141,134.35
3706,-49.71539701230228,0.2618629,107.87,0.263157895,0.75,0.279,26.0637575,0.061986745,0.132,133.9
3707,-49.72836821366024,0.262697,107.82,0.266483516,0.75,0.264,27.47917702,0.063181232,0.129,139.7
3708,-49.716644376098415,0.2618629,107.89,0.269972452,0.75,0.284,28.51378752,0.067113006,0.141,132.09
3709,-49.685743865842895,0.2603707,107.78,0.274238227,0.75,0.309,23.77982649,0.069154641,0.112,134.46
3710,-49.75339244951712,0.262511,107.81,0.271978022,0.75,0.291,27.31065046,0.06129735,0.143,134.23
3711,-49.71889308231173,0.262697,107.9,0.269230769,0.75,0.305,26.33945636,0.071622784,0.118,131.41
3712,-49.72212215411559,0.262697,107.68,0.268493151,0.75,0.241,27.35758606,0.063681672,0.124,166.11
3713,-49.71668541300527,0.2618629,107.72,0.274725275,0.75,0.265,28.17646061,0.059281845,0.125,134.05
3714,-49.704524122807015,0.2622807,107.92,0.273972603,0.75,0.278,24.95780038,0.063449516,0.112,132.69
3715,-49.724470665499126,0.262697,107.87,0.267217631,0.75,0.266,21.9115423,0.069978285,0.101,135.43
3716,-49.757518086040385,0.262511,107.73,0.269972452,0.75,0.286,24.41271186,0.064745268,0.142,135.31
3717,-49.76148937664618,0.262511,107.66,0.262430939,0.75,0.289,25.36032317,0.066167431,0.116,132.04
3718,-49.75746979806848,0.262511,107.8,0.26519337,0.75,0.275,26.08764454,0.065891241,0.112,135.65
3719,-49.72458882042253,0.2614437,107.9,0.269444444,0.75,0.225,26.64515079,0.065748592,0.1,140.4
3720,-49.71656230228471,0.2618629,107.73,0.272727273,0.75,0.298,19.29321207,0.070965731,0.112,167.52
3721,-49.74390693590869,0.262511,107.7,0.272727273,0.75,0.271,29.01680243,0.070115938,0.136,138.74
3722,-49.70652215411558,0.262697,107.65,0.271232877,0.75,0.254,27.92397797,0.060300483,0.135,138.3
3723,-49.72179273204904,0.262697,107.82,0.269230769,0.75,0.247,25.55223541,0.05865036,0.104,133.66
3724,-49.75038235294117,0.262511,107.62,0.271978022,0.75,0.303,28.11607554,0.064914589,0.107,138.72
3725,-49.75478621597893,0.262511,107.74,0.260387812,0.75,0.263,22.23451804,0.064336816,0.142,132.42
3726,-49.67906049165935,0.261633,107.79,0.262430939,0.75,0.269,29.34226324,0.062960034,0.085,159.05
3727,-49.760014661984194,0.262511,107.73,0.262430939,0.75,0.313,21.14824908,0.066534193,0.133,132.78
3728,-49.75658718173837,0.262511,107.88,0.277472527,0.75,0.307,20.60186978,0.072530491,0.139,171.47
3729,-49.7129381370826,0.2618629,107.84,0.274725275,0.75,0.31,21.81373894,0.065657912,0.12,130.69
3730,-49.71607898423817,0.262697,107.78,0.271232877,0.75,0.246,27.06604756,0.060161125,0.127,131.98
3731,-49.71937977232925,0.262697,107.85,0.268493151,0.75,0.244,27.70819161,0.058170615,0.127,135.51
3732,-49.720886467486814,0.2618629,107.86,0.269972452,0.75,0.318,24.24561687,0.06248466,0.106,132.11
3733,-49.74862700087951,0.2620932,107.74,0.275482094,0.75,0.257,24.15214409,0.0619453,0.128,130.37
3734,-49.71332670753065,0.262697,107.64,0.273224044,0.75,0.296,22.70420092,0.065072423,0.109,128.55
3735,-49.747160316066726,0.262511,107.73,0.274725275,0.75,0.294,25.45400368,0.064649974,0.085,131.02
3736,-49.759578489903426,0.262511,107.79,0.276712329,0.75,0.378,20.49826114,0.072765316,0.114,133.23
3737,-49.71523456140351,0.2622807,107.85,0.26446281,0.75,0.246,25.56765469,0.063309348,0.12,132.62
3738,-49.721647110332746,0.262697,107.71,0.273224044,0.75,0.285,22.63066039,0.072256762,0.086,132.04
3739,-49.68292206531333,0.2603707,107.7,0.274238227,0.75,0.318,17.25490383,0.075147215,0.106,135.05
3740,-49.72283940455342,0.262697,107.73,0.254143646,0.75,0.229,28.4170273,0.060562499,0.124,131.43
3741,-49.75660948200176,0.262511,107.97,0.274725275,0.75,0.289,21.28840694,0.069804308,0.133,133.31
3742,-49.723589842381784,0.262697,107.81,0.273224044,0.75,0.314,23.0031576,0.060967679,0.122,134.74
3743,-49.722997456140355,0.2622807,107.71,0.26446281,0.75,0.27,23.45496173,0.06948632,0.134,163.17
3744,-49.71291792618629,0.2618629,107.84,0.274725275,0.75,0.28,19.05147874,0.069295012,0.12,136.02
3745,-49.71948528896672,0.262697,107.7,0.266483516,0.75,0.296,24.31495345,0.067059249,0.145,130.12
3746,-49.72035919439579,0.262697,107.77,0.273224044,0.75,0.274,25.39045573,0.062422824,0.123,131.8
3747,-49.721069664903,0.2610229,107.71,0.269444444,0.75,0.277,27.10022931,0.069429801,0.093,135.33
3748,-49.7180554290718,0.262697,107.75,0.271232877,0.75,0.257,25.31131699,0.065184268,0.125,134.13
3749,-49.78553274647887,0.2623239,107.91,0.275482094,0.75,0.278,26.65961444,0.05927441,0.13,134.35
3750,-49.749731431079894,0.262511,107.83,0.276712329,0.75,0.299,21.33694173,0.065898052,0.139,130.74
3751,-49.73215472854641,0.262697,107.74,0.263736264,0.75,0.295,21.85825608,0.064221476,0.126,130.54
3752,-49.7254611599297,0.2618629,107.73,0.274725275,0.75,0.326,20.31702711,0.066980467,0.127,133.18
3753,-49.72152688266199,0.262697,107.65,0.268493151,0.75,0.276,27.56353817,0.056903688,0.127,129.2
3754,-49.714837873462216,0.2618629,107.66,0.260387812,0.75,0.267,26.45901821,0.0654185,0.121,146.84
3755,-49.75015680421422,0.262511,107.74,0.276712329,0.75,0.289,28.94547049,0.062942526,0.122,133.75
3756,-49.76368709394205,0.262511,107.83,0.267955801,0.75,0.261,26.4865069,0.068736221,0.117,130.9
3757,-49.72273318739054,0.262697,107.78,0.266483516,0.75,0.311,21.79485361,0.069467106,0.127,131.97
3758,-49.71762288732394,0.2614437,107.82,0.271468144,0.75,0.294,24.18262998,0.066465086,0.137,136.7
3759,-49.75140456540826,0.262511,107.92,0.271978022,0.75,0.289,29.01824431,0.062707675,0.126,131.07
3760,-49.758906508355324,0.2620932,107.93,0.270718232,0.75,0.3,24.26323489,0.064051164,0.138,165.81
3761,-49.75885875109938,0.2620932,107.77,0.268698061,0.75,0.296,25.33774229,0.070923203,0.134,132.58
3762,-49.720933450087564,0.262697,107.65,0.268493151,0.75,0.281,23.28926406,0.063426363,0.122,133.88
3763,-49.725461295971975,0.262697,107.81,0.261707989,0.75,0.24,25.3913072,0.059857921,0.137,139.58
3764,-49.78721892605634,0.2623239,107.83,0.265927978,0.75,0.333,25.62972062,0.068170368,0.14,131.71
3765,-49.72174384885764,0.2618629,107.69,0.274725275,0.75,0.285,27.88139058,0.060790799,0.149,163.11
3766,-49.75066798592788,0.2620932,107.82,0.275482094,0.75,0.298,19.94543061,0.070691201,0.113,135.71
3767,-49.74812862159789,0.262511,107.77,0.26519337,0.75,0.292,24.54059401,0.069594726,0.112,131.3
3768,-49.70835631578947,0.2622807,107.71,0.267217631,0.75,0.348,24.21468108,0.066929838,0.148,130.04
3769,-49.751825285338015,0.262511,107.76,0.271978022,0.75,0.261,27.38916898,0.064107796,0.117,131.83
3770,-49.71918747810859,0.262697,107.83,0.273224044,0.75,0.343,25.71937586,0.068369556,0.138,130.87
3771,-49.72144141856393,0.262697,107.81,0.268493151,0.75,0.312,21.80965136,0.065137645,0.118,139.67
3772,-49.71758283712784,0.262697,107.75,0.266483516,0.75,0.255,23.9424223,0.063923667,0.093,132.88
3773,-49.68624951370469,0.2599469,107.84,0.272980501,0.75,0.296,24.95041927,0.067099348,0.105,168.12
3774,-49.723182837127844,0.262697,107.86,0.268493151,0.75,0.299,25.38419229,0.062398605,0.117,142.14
3775,-49.752134152765585,0.262511,107.83,0.267955801,0.75,0.278,24.87365089,0.065220963,0.119,133.45
3776,-49.72972285464098,0.262697,107.77,0.26446281,0.75,0.288,23.62604716,0.067445382,0.095,132.16
3777,-49.75434451273047,0.262511,107.74,0.263157895,0.75,0.31,24.87529478,0.069254863,0.111,130.08
3778,-49.7291234676007,0.262697,107.82,0.259668508,0.76,0.242,24.20116485,0.060720085,0.125,134.64
3779,-49.72950201401051,0.262697,107.77,0.249307479,0.75,0.206,30.53406994,0.064245063,0.118,133.98
3780,-49.71952408056042,0.262697,107.68,0.273224044,0.75,0.281,24.84946639,0.066355956,0.108,131.88
3781,-49.72181742556917,0.262697,107.69,0.267217631,0.75,0.305,26.37801366,0.067596973,0.13,132.62
3782,-49.74273397717296,0.262511,107.83,0.269972452,0.75,0.26,27.61251152,0.060057622,0.126,135.52
3783,-49.71407942206655,0.262697,107.74,0.247222222,0.75,0.278,25.96630473,0.06716149,0.129,131.27
3784,-49.72543870402802,0.262697,107.87,0.26446281,0.75,0.288,19.0557028,0.06810388,0.093,138.34
3785,-49.70832583187391,0.262697,107.81,0.271232877,0.75,0.266,27.5014102,0.059420167,0.128,158.7
3786,-49.723649649737304,0.262697,107.84,0.268493151,0.75,0.293,21.97930958,0.065793207,0.117,130.41
3787,-49.74876900790167,0.262511,107.82,0.269972452,0.75,0.296,19.86561308,0.068886232,0.133,131.59
3788,-49.68667111501317,0.261633,107.75,0.271978022,0.75,0.27,24.97221791,0.06454757,0.122,135.19
