,Fermi_energy,C-C-C_C-sp2-C:error,C-O_sp3-strained:mean_value,O_concentration,prox_density_ether_std,ether_concentration,sp2-like_n11_m1,sp2-like_n7_m1,sp2-like_n10_m7,H-O_coordination_number,Ixx_bar_O_area
4424,-4.89,1.74,0.1472,0.1490313,0.316497895,0.21656051,0.006,0.027,0.148,0.53,0.0009336
4425,-4.8191,2.07,0.1475,0.1447964,0.253190577,0.227272727,0.0,0.002,0.118,0.51,0.000874355
4426,-4.7653,1.88,0.1477,0.1490313,0.265710284,0.21656051,0.0,0.003,0.195,0.53,0.001022562
4427,-4.8306,1.99,0.1473,0.1469265,0.331477454,0.224358974,0.0,0.007,0.214,0.52,0.001059802
4428,-4.8918,1.95,0.1473,0.1490313,0.35463199,0.221518987,0.004,0.006,0.152,0.53,0.001000007
4429,-4.8349,1.92,0.1475,0.1482036,0.317939932,0.229299363,0.006,0.006,0.166,0.52,0.001054149
4430,-4.8344,2.24,0.1472,0.1490313,0.295398813,0.221518987,0.0,0.004,0.212,0.53,0.000977579
4431,-4.764,1.68,0.1476,0.1469265,0.27759566,0.224358974,0.0,0.006,0.189,0.52,0.000888463
4432,-4.8916,1.92,0.1475,0.1490313,0.30787453,0.221518987,0.001,0.001,0.167,0.53,0.001028757
4433,-4.9281,1.88,0.1477,0.1482036,0.366200591,0.229299363,0.0,0.007,0.204,0.52,0.000803861
4434,-4.8801,2.01,0.1472,0.1490313,0.298464414,0.221518987,0.0,0.004,0.182,0.53,0.000986795
4435,-4.8309,2.29,0.1473,0.1445783,0.346115121,0.215686275,0.0,0.012,0.155,0.52,0.000965362
4436,-4.8055,1.59,0.148,0.1490313,0.206695153,0.21656051,0.0,0.013,0.164,0.53,0.000857813
4437,-4.7958,2.05,0.1479,0.1490313,0.287766375,0.221518987,0.0,0.006,0.131,0.53,0.000910624
4438,-4.8622,2.02,0.1475,0.1490313,0.297138622,0.210191083,0.006,0.004,0.13,0.53,0.001017754
4439,-4.8854,2.0,0.1473,0.1490313,0.284865397,0.211538462,0.0,0.006,0.182,0.53,0.001061481
4440,-4.807,2.05,0.1477,0.1482036,0.329327421,0.229299363,0.0,0.004,0.163,0.52,0.000873904
4441,-4.8311,2.21,0.1476,0.1490313,0.27692225,0.221518987,0.0,0.003,0.177,0.53,0.00084734
4442,-4.8439,1.9,0.1477,0.1490313,0.249013023,0.221518987,0.0,0.01,0.152,0.53,0.000938207
4443,-4.8812,2.2,0.1474,0.1490313,0.328202963,0.221518987,0.0,0.004,0.194,0.53,0.000930819
4444,-4.8544,1.81,0.1474,0.1490313,0.250357385,0.221518987,0.003,0.006,0.179,0.53,0.000976655
4445,-4.8433,1.84,0.1477,0.1490313,0.285710799,0.221518987,0.003,0.006,0.155,0.53,0.000915472
4446,-4.8166,1.55,0.1475,0.1490313,0.284633054,0.221518987,0.003,0.021,0.171,0.53,0.000988703
4447,-4.7607,2.12,0.1478,0.1490313,0.299408595,0.221518987,0.0,0.004,0.152,0.53,0.00084037
4448,-4.7405,1.96,0.148,0.1490313,0.254149712,0.221518987,0.0,0.001,0.207,0.53,0.000818248
4449,-4.8187,1.96,0.1474,0.1490313,0.331013257,0.221518987,0.0,0.006,0.149,0.53,0.001036115
4450,-4.8138,1.86,0.1474,0.1482036,0.384971894,0.229299363,0.007,0.007,0.18,0.52,0.000877031
4451,-4.8194,1.9,0.1476,0.1490313,0.364394006,0.221518987,0.003,0.012,0.148,0.53,0.000865549
4452,-4.8063,1.92,0.1474,0.1445783,0.265088572,0.220779221,0.005,0.006,0.151,0.52,0.001080631
4453,-4.7929,2.08,0.148,0.1490313,0.296627153,0.221518987,0.0,0.0,0.174,0.53,0.000994919
4454,-4.8032,2.11,0.1477,0.1490313,0.290834304,0.21656051,0.004,0.001,0.182,0.53,0.000854074
4455,-4.9105,1.78,0.1474,0.1469265,0.336057329,0.224358974,0.0,0.012,0.207,0.52,0.000824017
4456,-4.8317,1.82,0.1474,0.1490313,0.332125102,0.221518987,0.0,0.003,0.186,0.53,0.000879625
4457,-4.7556,2.08,0.148,0.1490313,0.281592438,0.21656051,0.0,0.007,0.173,0.53,0.000926604
4458,-4.7935,1.82,0.1475,0.1490313,0.34005939,0.221518987,0.0,0.012,0.179,0.53,0.000896288
4459,-4.9038,1.84,0.1473,0.1490313,0.283253823,0.21656051,0.004,0.004,0.207,0.53,0.000910675
4460,-4.8648,1.97,0.1478,0.1426404,0.314092313,0.225165563,0.0,0.014,0.159,0.5,0.001022108
4461,-4.7675,1.72,0.1477,0.1490313,0.261003444,0.21656051,0.0,0.013,0.189,0.53,0.00091114
4462,-4.7897,1.63,0.1476,0.1490313,0.248454301,0.221518987,0.003,0.009,0.183,0.53,0.000957987
4463,-4.7916,1.94,0.1479,0.1490313,0.289717162,0.221518987,0.006,0.015,0.176,0.53,0.000744714
4464,-4.9186,2.11,0.1474,0.1482036,0.290166927,0.229299363,0.0,0.009,0.166,0.52,0.000847152
4465,-4.7754,2.04,0.1478,0.1456456,0.225039947,0.219354839,0.005,0.002,0.158,0.52,0.000934953
4466,-4.8362,1.83,0.1472,0.1490313,0.292871282,0.221518987,0.012,0.019,0.137,0.53,0.00089366
4467,-4.7806,2.02,0.1479,0.1490313,0.303384912,0.21656051,0.0,0.009,0.171,0.53,0.000929332
4468,-4.8727,1.99,0.1472,0.1490313,0.287408289,0.21656051,0.006,0.004,0.189,0.53,0.00098806
4469,-4.7843,1.93,0.1478,0.1469265,0.269740609,0.224358974,0.001,0.007,0.169,0.52,0.000909169
4470,-4.8787,1.69,0.1477,0.1490313,0.283920932,0.221518987,0.0,0.013,0.206,0.53,0.000983539
4471,-4.8126,1.94,0.1476,0.1490313,0.262928406,0.221518987,0.0,0.004,0.176,0.53,0.000975689
4472,-4.824,2.07,0.1477,0.1490313,0.269606162,0.221518987,0.003,0.009,0.159,0.53,0.000936527
4473,-4.8459,2.02,0.1477,0.1490313,0.274128725,0.21656051,0.0,0.006,0.198,0.53,0.000894784
4474,-4.791,2.13,0.1476,0.1490313,0.309087818,0.221518987,0.0,0.001,0.173,0.53,0.000840754
4475,-4.8465,1.93,0.1479,0.1490313,0.225674962,0.221518987,0.003,0.009,0.189,0.53,0.000981657
4476,-4.8762,1.97,0.1472,0.1490313,0.315513829,0.221518987,0.0,0.003,0.188,0.53,0.000954822
4477,-4.8416,2.05,0.1474,0.1482036,0.262000168,0.229299363,0.003,0.013,0.129,0.52,0.000964197
4478,-4.8135,2.01,0.1476,0.1490313,0.272013856,0.221518987,0.0,0.001,0.18,0.53,0.001093652
4479,-4.7828,2.56,0.1481,0.1482036,0.324098038,0.224358974,0.0,0.007,0.133,0.52,0.000908712
4480,-4.8424,2.35,0.1475,0.1490313,0.308954044,0.221518987,0.0,0.003,0.182,0.53,0.001007696
4481,-4.8121,2.14,0.1479,0.1490313,0.29657986,0.21656051,0.0,0.01,0.18,0.53,0.000876336
4482,-4.8817,1.91,0.1474,0.1490313,0.283206904,0.221518987,0.0,0.003,0.18,0.53,0.000916964
4483,-4.747,2.25,0.1478,0.1490313,0.295763918,0.21656051,0.0,0.006,0.177,0.53,0.000868298
4484,-4.8327,2.05,0.1478,0.1490313,0.250560043,0.21656051,0.0,0.009,0.203,0.53,0.000876376
4485,-4.7855,2.06,0.1481,0.1490313,0.344351725,0.21656051,0.0,0.003,0.183,0.53,0.000943286
4486,-4.854,1.96,0.1477,0.1447964,0.308572219,0.227272727,0.0,0.011,0.183,0.51,0.000879239
4487,-4.8973,2.03,0.1476,0.1469265,0.23293099,0.224358974,0.0,0.0,0.169,0.52,0.000848321
4488,-4.8619,2.03,0.1472,0.1490313,0.272003106,0.221518987,0.006,0.012,0.164,0.53,0.001043147
4489,-4.7853,1.93,0.1479,0.1490313,0.325685412,0.21656051,0.007,0.009,0.204,0.53,0.000917693
4490,-4.7609,1.87,0.1477,0.1490313,0.300587421,0.221518987,0.0,0.007,0.171,0.53,0.000998818
4491,-4.9843,1.65,0.1468,0.1490313,0.315044226,0.21656051,0.004,0.001,0.23,0.53,0.000894162
4492,-4.8575,1.77,0.1472,0.1469265,0.292278209,0.224358974,0.0,0.015,0.183,0.52,0.000903143
4493,-4.8143,1.94,0.1476,0.1490313,0.32998702,0.221518987,0.006,0.009,0.136,0.53,0.001027399
4494,-4.7935,2.41,0.1477,0.1482036,0.342428996,0.224358974,0.0,0.006,0.144,0.52,0.001063544
4495,-4.8375,1.71,0.1477,0.1490313,0.256966995,0.221518987,0.001,0.01,0.203,0.53,0.000966576
4496,-4.8625,1.89,0.1479,0.1469265,0.258598288,0.224358974,0.006,0.021,0.157,0.52,0.00093551
4497,-4.7621,2.24,0.1476,0.1490313,0.300597131,0.21656051,0.0,0.016,0.156,0.53,0.000948788
4498,-4.8102,2.04,0.1471,0.1469265,0.277318284,0.224358974,0.0,0.007,0.162,0.52,0.000938675
4499,-4.8039,1.87,0.1478,0.1467066,0.264467736,0.217948718,0.003,0.007,0.201,0.52,0.000929755
4500,-4.8132,1.81,0.1474,0.1490313,0.282830817,0.21656051,0.0,0.012,0.183,0.53,0.000944543
4501,-4.8585,2.08,0.1476,0.1490313,0.308255455,0.221518987,0.0,0.004,0.194,0.53,0.000990803
4502,-4.8779,2.21,0.1473,0.1490313,0.347299031,0.221518987,0.012,0.009,0.173,0.53,0.001009116
4503,-4.861,2.02,0.1474,0.1490313,0.306845847,0.221518987,0.0,0.013,0.167,0.53,0.000944239
4504,-4.7941,2.08,0.1473,0.1490313,0.343918898,0.221518987,0.0,0.009,0.216,0.53,0.000969051
4505,-4.8235,1.77,0.1477,0.1482036,0.291205525,0.224358974,0.006,0.01,0.189,0.52,0.00090128
4506,-4.787,2.28,0.1475,0.1490313,0.313918,0.21656051,0.0,0.001,0.17,0.53,0.000960525
4507,-4.7699,1.8,0.1478,0.1490313,0.224549151,0.221518987,0.0,0.006,0.171,0.53,0.000880507
4508,-4.8067,2.18,0.1477,0.1490313,0.275782377,0.221518987,0.0,0.013,0.142,0.53,0.001069667
4509,-4.8797,1.96,0.1478,0.1469265,0.222166821,0.219354839,0.0,0.003,0.192,0.52,0.000989462
4510,-4.8054,1.82,0.1474,0.1490313,0.245489476,0.21656051,0.006,0.013,0.152,0.53,0.00088897
4511,-4.8298,1.91,0.1474,0.1490313,0.238902213,0.221518987,0.009,0.007,0.151,0.53,0.001012364
4512,-4.8333,1.84,0.1477,0.1490313,0.312153216,0.21656051,0.006,0.01,0.189,0.53,0.000820494
4513,-4.8614,1.99,0.1475,0.1490313,0.275900562,0.21656051,0.004,0.007,0.151,0.53,0.000879299
4514,-4.814,1.79,0.1481,0.1469265,0.290852662,0.224358974,0.0,0.006,0.162,0.52,0.000983307
4515,-4.8861,1.98,0.1475,0.1490313,0.283207691,0.221518987,0.0,0.016,0.162,0.53,0.00073105
4516,-4.7821,2.1,0.1476,0.1490313,0.306179968,0.221518987,0.0,0.006,0.165,0.53,0.001092929
4517,-4.7942,2.48,0.1473,0.1490313,0.279135849,0.21656051,0.0,0.004,0.218,0.53,0.000967086
4518,-4.9172,1.96,0.1472,0.1482036,0.314037932,0.224358974,0.0,0.003,0.166,0.52,0.000965939
4519,-4.8065,1.72,0.1477,0.1482036,0.347021934,0.224358974,0.01,0.015,0.172,0.52,0.000793755
4520,-4.8244,1.95,0.1478,0.1490313,0.280327301,0.221518987,0.0,0.003,0.158,0.53,0.001017348
4521,-4.8205,1.79,0.1478,0.1456456,0.244299025,0.219354839,0.0,0.014,0.158,0.52,0.000826571
4522,-4.8026,1.96,0.1475,0.1482036,0.289440365,0.229299363,0.0,0.01,0.133,0.52,0.000979664
4523,-4.8181,2.16,0.1475,0.1469265,0.298104274,0.219354839,0.0,0.006,0.136,0.52,0.00095188
4524,-4.8812,2.02,0.1479,0.1490313,0.359976142,0.21656051,0.0,0.004,0.168,0.53,0.000989957
4525,-4.8198,2.13,0.1474,0.1490313,0.332829945,0.21656051,0.0,0.003,0.168,0.53,0.000930252
4526,-5.0042,2.0,0.1473,0.1290878,0.308331904,0.431034483,0.0,0.006,0.171,0.38,0.000376198
4527,-5.0495,1.72,0.1473,0.1290878,0.339592802,0.431034483,0.003,0.01,0.199,0.38,0.000424258
4528,-4.9222,2.01,0.1473,0.1290878,0.315854011,0.424242424,0.0,0.007,0.166,0.38,0.000383918
4529,-4.9384,1.98,0.1474,0.1290878,0.363555357,0.431034483,0.0,0.012,0.191,0.38,0.000356793
4530,-4.9864,1.85,0.1472,0.1290878,0.309190214,0.431034483,0.003,0.011,0.173,0.38,0.000409155
4531,-4.9232,1.64,0.1475,0.1290878,0.400298523,0.431034483,0.0,0.007,0.212,0.38,0.000367147
4532,-4.9304,1.8,0.1475,0.1290878,0.327037046,0.431034483,0.0,0.017,0.201,0.38,0.000405566
4533,-4.957,1.74,0.1473,0.1290878,0.272312881,0.431034483,0.009,0.014,0.21,0.38,0.000377981
4534,-4.9438,1.87,0.1474,0.1290878,0.405626592,0.431034483,0.0,0.014,0.221,0.38,0.00040446
4535,-4.9234,1.9,0.1475,0.1290878,0.330788736,0.431034483,0.001,0.009,0.185,0.38,0.000382415
4536,-4.9137,1.97,0.1475,0.1290878,0.278457517,0.431034483,0.007,0.017,0.2,0.38,0.00036496
4537,-4.9507,1.86,0.1473,0.1290878,0.301809624,0.431034483,0.003,0.009,0.198,0.38,0.000347834
4538,-4.9133,1.97,0.1474,0.1290878,0.348080126,0.431034483,0.004,0.009,0.188,0.38,0.00036353
4539,-4.9205,2.0,0.1472,0.1290878,0.357480589,0.431034483,0.0,0.007,0.219,0.38,0.000410047
4540,-4.9098,1.91,0.1474,0.1290878,0.280951496,0.431034483,0.003,0.009,0.167,0.38,0.000389244
4541,-4.9137,2.0,0.1474,0.1290878,0.353468004,0.431034483,0.005,0.017,0.168,0.38,0.000408572
4542,-4.9343,1.75,0.1473,0.1290878,0.347876704,0.428571429,0.003,0.004,0.201,0.38,0.000403055
4543,-4.9864,1.89,0.1473,0.1290878,0.329106036,0.431034483,0.0,0.005,0.176,0.38,0.000370206
4544,-4.975,1.67,0.1474,0.1290878,0.364437737,0.431034483,0.0,0.017,0.196,0.38,0.000390425
4545,-4.9276,1.98,0.1476,0.1290878,0.357066718,0.431034483,0.0,0.007,0.204,0.38,0.000378692
4546,-4.9712,1.95,0.1474,0.1290878,0.319951202,0.431034483,0.0,0.007,0.171,0.38,0.000377662
4547,-4.967,1.91,0.1475,0.1290878,0.339330056,0.431034483,0.003,0.009,0.195,0.38,0.000396854
4548,-4.9811,1.92,0.1473,0.1290878,0.313902388,0.431034483,0.003,0.009,0.196,0.38,0.000373804
4549,-4.9409,1.79,0.1473,0.1290878,0.354570276,0.431034483,0.009,0.02,0.199,0.38,0.000408282
4550,-4.93,1.78,0.1476,0.1290878,0.326298165,0.431034483,0.0,0.009,0.217,0.38,0.000385123
4551,-4.937,2.02,0.1477,0.1290878,0.346151603,0.431034483,0.0,0.01,0.201,0.38,0.000389375
4552,-4.9479,1.95,0.1475,0.1290878,0.399926657,0.431034483,0.006,0.014,0.203,0.38,0.000366472
4553,-4.9228,1.86,0.1473,0.1290878,0.278746133,0.431034483,0.007,0.011,0.162,0.38,0.000373831
4554,-4.9457,1.9,0.1474,0.1290878,0.381827645,0.431034483,0.0,0.008,0.181,0.38,0.000409612
4555,-4.9479,1.76,0.1475,0.1290878,0.282944489,0.431034483,0.006,0.018,0.188,0.38,0.000390734
4556,-4.9432,2.0,0.1475,0.1290878,0.333554766,0.431034483,0.0,0.015,0.183,0.38,0.000390304
4557,-4.9889,1.64,0.1474,0.1290878,0.335947068,0.431034483,0.003,0.012,0.201,0.38,0.000395317
4558,-4.926,2.07,0.1473,0.1290878,0.39269167,0.431034483,0.002,0.009,0.206,0.38,0.000413003
4559,-4.9387,1.9,0.1473,0.1290878,0.3172316,0.431034483,0.003,0.01,0.198,0.38,0.000374396
4560,-4.9202,1.88,0.1475,0.1290878,0.308107261,0.431034483,0.009,0.009,0.199,0.38,0.000343992
4561,-4.9913,1.65,0.1473,0.1290878,0.344989863,0.431034483,0.006,0.012,0.22,0.38,0.000387246
4562,-4.9818,1.74,0.1472,0.1290878,0.391626317,0.431034483,0.007,0.013,0.171,0.38,0.000369407
4563,-4.9849,1.86,0.1472,0.1290878,0.32748715,0.431034483,0.0,0.01,0.182,0.38,0.000447116
4564,-4.9873,1.73,0.1473,0.1290878,0.349457202,0.431034483,0.0,0.007,0.206,0.38,0.000380292
4565,-4.9246,1.84,0.1473,0.1290878,0.33008117,0.431034483,0.0,0.013,0.19,0.38,0.000358641
4566,-4.9418,1.89,0.1474,0.1290878,0.318841857,0.431034483,0.0,0.009,0.197,0.38,0.000395033
4567,-4.9622,1.82,0.1472,0.1290878,0.34764222,0.431034483,0.003,0.015,0.225,0.38,0.000388413
4568,-4.9851,1.72,0.1474,0.1290878,0.317004901,0.431034483,0.0,0.012,0.195,0.38,0.000365271
4569,-4.9851,1.77,0.1473,0.1290878,0.2752593,0.431034483,0.006,0.01,0.177,0.38,0.000376954
4570,-4.9186,1.81,0.1474,0.1290878,0.301483933,0.431034483,0.0,0.016,0.193,0.38,0.000389028
4571,-4.939,1.82,0.1473,0.1290878,0.291838489,0.431034483,0.0,0.01,0.187,0.38,0.000390629
4572,-4.8806,2.06,0.1474,0.1290878,0.305796894,0.431034483,0.0,0.008,0.17,0.38,0.000388862
4573,-4.9973,1.9,0.1473,0.1290878,0.351611928,0.431034483,0.003,0.013,0.172,0.38,0.000386934
4574,-4.9733,1.99,0.1474,0.1290878,0.337430551,0.431034483,0.0,0.01,0.177,0.38,0.000423099
4575,-4.9806,1.85,0.1472,0.1290878,0.347436642,0.431034483,0.014,0.011,0.171,0.38,0.000420302
4576,-4.9717,2.14,0.1472,0.1290878,0.316113969,0.431034483,0.006,0.014,0.201,0.38,0.000355655
4577,-4.983,1.8,0.1474,0.1290878,0.348497325,0.431034483,0.0,0.011,0.213,0.38,0.000397388
4578,-4.9568,1.95,0.1474,0.1290878,0.386481412,0.431034483,0.0,0.007,0.2,0.38,0.00042356
4579,-4.9487,2.06,0.1474,0.1290878,0.344656602,0.431034483,0.003,0.012,0.214,0.38,0.000382813
4580,-4.9006,1.91,0.1473,0.1290878,0.275079185,0.431034483,0.0,0.003,0.214,0.38,0.000354241
4581,-4.9357,1.71,0.1472,0.1290878,0.353811904,0.431034483,0.007,0.011,0.201,0.38,0.000402917
4582,-4.9213,1.88,0.1474,0.1290878,0.341363167,0.431034483,0.007,0.006,0.193,0.38,0.000368798
4583,-4.9472,1.68,0.1474,0.1290878,0.341809989,0.428571429,0.0,0.008,0.196,0.38,0.000403457
4584,-4.9805,1.56,0.1472,0.1290878,0.312422479,0.431034483,0.001,0.01,0.179,0.38,0.00036039
4585,-4.9768,2.07,0.1472,0.1290878,0.308260499,0.431034483,0.006,0.012,0.206,0.38,0.000375541
4586,-5.0154,1.76,0.1472,0.1290878,0.294294605,0.431034483,0.0,0.013,0.209,0.38,0.000365716
4587,-4.9486,1.91,0.1474,0.1290878,0.367625862,0.431034483,0.0,0.01,0.215,0.38,0.000395994
4588,-4.9432,1.94,0.1475,0.1290878,0.319455335,0.431034483,0.0,0.004,0.184,0.38,0.000394332
4589,-4.9294,1.89,0.1476,0.1290878,0.283307476,0.431034483,0.003,0.013,0.181,0.38,0.000376326
4590,-4.9215,1.97,0.1475,0.1290878,0.259934251,0.431034483,0.003,0.02,0.177,0.38,0.0003712
4591,-4.9461,1.96,0.1473,0.1290878,0.355939273,0.431034483,0.004,0.009,0.169,0.38,0.000369221
4592,-5.0325,1.77,0.1473,0.1290878,0.352032252,0.431034483,0.0,0.011,0.194,0.38,0.000401659
4593,-4.929,2.04,0.1473,0.1290878,0.361405179,0.431034483,0.0,0.005,0.211,0.38,0.000409988
4594,-4.8735,2.09,0.1474,0.1290878,0.370972555,0.431034483,0.003,0.007,0.21,0.38,0.00040012
4595,-4.9478,1.91,0.1474,0.1290878,0.333209217,0.431034483,0.0,0.003,0.177,0.38,0.000394832
4596,-4.9513,1.88,0.1473,0.1290878,0.32706186,0.431034483,0.011,0.011,0.183,0.38,0.000409364
4597,-4.983,1.79,0.1473,0.1290878,0.324088204,0.431034483,0.0,0.009,0.215,0.38,0.000365419
4598,-4.9553,2.05,0.1473,0.1290878,0.389238088,0.431034483,0.0,0.007,0.188,0.38,0.000364298
4599,-4.9438,1.84,0.1474,0.1290878,0.335477023,0.431034483,0.0,0.007,0.193,0.38,0.000386586
4600,-4.9543,1.92,0.1474,0.1290878,0.408066877,0.431034483,0.0,0.013,0.178,0.38,0.000416625
4601,-4.9614,1.72,0.1476,0.1290878,0.366552858,0.431034483,0.008,0.009,0.208,0.38,0.000397396
4602,-4.9305,1.92,0.1474,0.1290878,0.317683641,0.431034483,0.0,0.007,0.198,0.38,0.000401163
4603,-4.9415,1.86,0.1474,0.1290878,0.34470847,0.431034483,0.0,0.01,0.21,0.38,0.000409113
4604,-4.95,1.71,0.1475,0.1290878,0.297577464,0.431034483,0.008,0.009,0.213,0.38,0.000398954
4605,-4.9776,1.97,0.1473,0.1285591,0.306106,0.437229437,0.0,0.007,0.185,0.37,0.000402969
4606,-5.0265,1.77,0.1471,0.1290878,0.332901656,0.431034483,0.003,0.012,0.203,0.38,0.000367422
4607,-4.9356,1.96,0.1474,0.1290878,0.335622157,0.431034483,0.003,0.008,0.18,0.38,0.000378875
4608,-4.9601,2.15,0.1472,0.1290878,0.323152458,0.431034483,0.0,0.007,0.171,0.38,0.00040249
4609,-4.9294,1.85,0.1475,0.1290878,0.348513801,0.431034483,0.003,0.018,0.205,0.38,0.000412096
4610,-4.9899,1.92,0.1472,0.1290878,0.385061288,0.431034483,0.007,0.012,0.174,0.38,0.000381345
4611,-4.9418,2.16,0.1472,0.1285591,0.343619532,0.437229437,0.005,0.011,0.179,0.37,0.000392692
4612,-4.9721,1.9,0.1475,0.1290878,0.321334055,0.431034483,0.0,0.009,0.207,0.38,0.000399723
4613,-4.9072,2.13,0.1475,0.1290878,0.272461632,0.431034483,0.002,0.009,0.185,0.38,0.000376284
4614,-4.9363,2.01,0.1474,0.1290878,0.305827889,0.431034483,0.0,0.007,0.168,0.38,0.000372353
4615,-4.9495,1.79,0.1473,0.1290878,0.325594247,0.431034483,0.0,0.003,0.197,0.38,0.000383795
4616,-4.9683,1.82,0.1473,0.1290878,0.325518544,0.431034483,0.003,0.01,0.208,0.38,0.000415682
4617,-4.9211,1.92,0.1476,0.1290878,0.339523528,0.431034483,0.0,0.015,0.188,0.38,0.00037171
4618,-4.9605,1.85,0.1473,0.1290878,0.367134034,0.431034483,0.003,0.011,0.177,0.38,0.000328747
4619,-4.9589,1.76,0.1474,0.1290878,0.333859113,0.431034483,0.009,0.007,0.187,0.38,0.000354025
4620,-4.9105,1.71,0.1476,0.1290878,0.335478385,0.431034483,0.005,0.019,0.208,0.38,0.00034867
4621,-4.93,1.71,0.1472,0.1290878,0.380638581,0.431034483,0.004,0.015,0.172,0.38,0.000397489
4622,-4.9375,1.91,0.1474,0.1290878,0.34353113,0.431034483,0.0,0.011,0.193,0.38,0.000353957
4623,-4.9517,1.94,0.1473,0.1290878,0.361678942,0.431034483,0.006,0.007,0.213,0.38,0.000377969
4624,-4.9761,1.72,0.1471,0.1290878,0.35765811,0.431034483,0.003,0.009,0.196,0.38,0.000405151
4625,-4.905,2.08,0.1475,0.1290878,0.350095162,0.431034483,0.003,0.007,0.171,0.38,0.000385632
4626,-4.9522,1.81,0.1472,0.1290878,0.333732406,0.431034483,0.0,0.012,0.194,0.38,0.000375165
4627,-4.9414,1.81,0.1476,0.1290878,0.339751151,0.431034483,0.0,0.015,0.198,0.38,0.000372281
4628,-4.9434,1.97,0.1475,0.1290878,0.343517212,0.431034483,0.0,0.009,0.211,0.38,0.00039542
4629,-4.9503,1.95,0.1474,0.1290878,0.319776803,0.431034483,0.009,0.01,0.194,0.38,0.000387745
4630,-4.9216,1.91,0.1476,0.1290878,0.346076812,0.431034483,0.003,0.01,0.196,0.38,0.000366142
4631,-4.9654,1.96,0.1474,0.1290878,0.286601875,0.431034483,0.0,0.008,0.192,0.38,0.000406346
4632,-4.9572,1.89,0.1475,0.1290878,0.318072438,0.431034483,0.0,0.013,0.192,0.38,0.000347247
4633,-4.9385,1.8,0.1475,0.1290878,0.31183962,0.431034483,0.0,0.01,0.204,0.38,0.000359107
4634,-4.9364,1.9,0.1476,0.1290878,0.367220467,0.431034483,0.0,0.015,0.181,0.38,0.000434009
4635,-4.9635,1.84,0.1473,0.1290878,0.28738081,0.431034483,0.0,0.01,0.186,0.38,0.000358128
4636,-4.9293,1.91,0.1476,0.1290878,0.404851536,0.431034483,0.002,0.012,0.199,0.38,0.000426832
4637,-4.9124,1.79,0.1474,0.1290878,0.365737737,0.431034483,0.003,0.012,0.199,0.38,0.000394201
4638,-4.9152,1.79,0.1478,0.1290878,0.3203854,0.431034483,0.008,0.011,0.209,0.38,0.000396201
4639,-4.9454,1.98,0.1474,0.1290878,0.319011108,0.431034483,0.003,0.011,0.166,0.38,0.000366498
4640,-4.9182,1.88,0.1474,0.1290878,0.3484556,0.431034483,0.0,0.004,0.201,0.38,0.000392669
4641,-5.0266,1.89,0.1474,0.1290878,0.356784596,0.431034483,0.003,0.006,0.196,0.38,0.000350876
4642,-4.9668,1.92,0.1475,0.1290878,0.324397188,0.431034483,0.0,0.01,0.189,0.38,0.000396846
4643,-4.9268,1.97,0.1475,0.1290878,0.316366338,0.431034483,0.003,0.017,0.169,0.38,0.000384332
4644,-4.9826,2.02,0.1472,0.1290878,0.322150981,0.431034483,0.01,0.01,0.172,0.38,0.00037016
4645,-4.9171,1.95,0.1475,0.1290878,0.303513893,0.431034483,0.003,0.009,0.238,0.38,0.000382791
4646,-4.906,1.81,0.1476,0.1290878,0.309429789,0.431034483,0.0,0.022,0.175,0.38,0.000342892
4647,-4.9875,1.88,0.1475,0.1290878,0.305521111,0.431034483,0.0,0.009,0.208,0.38,0.000404795
4648,-4.9535,2.04,0.1475,0.1290878,0.283084814,0.431034483,0.0,0.018,0.205,0.38,0.000375766
4649,-4.9617,1.94,0.1474,0.1290878,0.302446619,0.431034483,0.006,0.008,0.197,0.38,0.000406877
4650,-4.939,1.77,0.1474,0.1290878,0.345308822,0.431034483,0.003,0.017,0.2,0.38,0.000364742
4651,-4.9778,1.79,0.1474,0.1290878,0.356346199,0.431034483,0.0,0.004,0.222,0.38,0.000386733
4652,-4.904,1.63,0.1473,0.1290878,0.374045349,0.431034483,0.0,0.01,0.189,0.38,0.000385526
4653,-4.9503,1.91,0.1473,0.1290878,0.34894998,0.431034483,0.003,0.009,0.185,0.38,0.000368573
4654,-4.9515,1.9,0.1473,0.1290878,0.340315674,0.431034483,0.005,0.012,0.167,0.38,0.000380291
4655,-4.9547,1.87,0.1472,0.1290878,0.304691147,0.431034483,0.0,0.013,0.189,0.38,0.00036666
4656,-4.9357,1.86,0.1473,0.1290878,0.285946743,0.431034483,0.0,0.016,0.215,0.38,0.000383084
4657,-4.9307,1.76,0.1471,0.1290878,0.36060966,0.431034483,0.0,0.009,0.187,0.38,0.000429743
4658,-4.9246,1.9,0.1475,0.1290878,0.349845583,0.431034483,0.0,0.008,0.168,0.38,0.000353897
4659,-4.9569,1.94,0.1473,0.1290878,0.365687462,0.431034483,0.003,0.013,0.16,0.38,0.000347934
4660,-4.9809,1.94,0.1473,0.1290878,0.313399186,0.431034483,0.003,0.009,0.186,0.38,0.000405395
4661,-4.9502,1.81,0.1475,0.1290878,0.364959786,0.431034483,0.0,0.003,0.178,0.38,0.000392611
4662,-4.9557,1.96,0.1473,0.1290878,0.342014624,0.431034483,0.0,0.007,0.198,0.38,0.000398751
