,Fermi_energy,C-C-C_C-sp2-C:error,C-O_sp3-strained:mean_value,O_concentration,prox_density_ether_std,ether_concentration,sp2-like_n11_m1,sp2-like_n7_m1,sp2-like_n10_m7,H-O_coordination_number,Ixx_bar_O_area
12172,-4.6351,2.02,0.1472,0.0784314,0.280643657,0.173913043,0.0,0.0,0.088,0.21,0.001203422
12173,-4.6208,1.45,0.148,0.0784314,0.226473477,0.173913043,0.0,0.0,0.186,0.21,0.001255453
12174,-4.6711,1.4,0.1478,0.0784314,0.281748542,0.173913043,0.0,0.005,0.142,0.21,0.001185567
12175,-4.645,1.34,0.1477,0.07,0.166008891,0.181818182,0.0,0.0,0.155,0.17,0.000954812
12176,-4.6496,1.86,0.1471,0.0784314,0.408334363,0.173913043,0.0,0.0,0.064,0.21,0.0015086
12177,-4.655,1.69,0.1475,0.0784314,0.371905135,0.173913043,0.0,0.0,0.123,0.21,0.001876935
12178,-4.6672,1.56,0.1473,0.07,0.290775898,0.181818182,0.0,0.0,0.15,0.17,0.001235821
12179,-4.6667,1.45,0.1475,0.0784314,0.30435297,0.173913043,0.0,0.0,0.181,0.21,0.001412174
12180,-4.6524,1.67,0.1475,0.0784314,0.352110533,0.173913043,0.0,0.0,0.132,0.21,0.00147622
12181,-4.6574,1.53,0.1474,0.0784314,0.29817006,0.173913043,0.0,0.0,0.132,0.21,0.001956915
12182,-4.678,1.29,0.1475,0.0784314,0.221760987,0.173913043,0.0,0.01,0.093,0.21,0.000899965
12183,-4.6738,1.34,0.1472,0.0784314,0.295065194,0.173913043,0.0,0.0,0.088,0.21,0.001868407
12184,-4.6558,1.39,0.1474,0.0784314,0.230439758,0.173913043,0.0,0.0,0.162,0.21,0.0011806
12185,-4.6161,1.31,0.1466,0.0784314,0.317925065,0.173913043,0.0,0.0,0.157,0.21,0.001185176
12186,-4.6301,1.43,0.1479,0.0784314,0.229251852,0.173913043,0.0,0.0,0.172,0.21,0.00138392
12187,-4.6075,1.36,0.1477,0.0784314,0.329500707,0.173913043,0.0,0.0,0.152,0.21,0.001395417
12188,-4.6418,1.59,0.1479,0.0784314,0.310894118,0.173913043,0.0,0.0,0.172,0.21,0.001303931
12189,-4.6315,1.59,0.1472,0.0784314,0.277667175,0.173913043,0.0,0.0,0.108,0.21,0.001115341
12190,-4.5766,2.1,0.1475,0.0784314,0.224106963,0.173913043,0.0,0.0,0.137,0.21,0.00105267
12191,-4.6062,1.75,0.1472,0.0784314,0.212415764,0.173913043,0.0,0.0,0.088,0.21,0.001027154
12192,-4.6225,1.85,0.1468,0.0784314,0.40663737,0.173913043,0.0,0.0,0.083,0.21,0.00165967
12193,-4.6301,2.1,0.1475,0.0659898,0.324058687,0.19047619,0.0,0.0,0.081,0.12,0.001522883
12194,-4.673,1.24,0.1477,0.0784314,0.378498296,0.173913043,0.0,0.0,0.108,0.21,0.001493673
12195,-4.6812,1.31,0.1471,0.0784314,0.271552994,0.173913043,0.0,0.01,0.123,0.21,0.001418637
12196,-4.6312,1.2,0.1479,0.0784314,0.235195378,0.173913043,0.0,0.005,0.113,0.21,0.001122196
12197,-4.6628,1.28,0.1475,0.07,0.356349528,0.181818182,0.0,0.0,0.09,0.17,0.001225905
12198,-4.6122,1.42,0.1482,0.0784314,0.277661307,0.173913043,0.0,0.015,0.196,0.21,0.00136741
12199,-4.6308,1.71,0.1474,0.0784314,0.35436568,0.173913043,0.0,0.0,0.157,0.21,0.001675553
12200,-5.0109,1.96,0.1471,0.169181,0.353785726,0.346491228,0.005,0.015,0.122,0.52,0.000777172
12201,-5.0248,2.17,0.1472,0.1713062,0.386899056,0.341991342,0.02,0.03,0.139,0.53,0.000787852
12202,-4.9983,2.22,0.1472,0.1698925,0.381649968,0.344978166,0.0,0.02,0.144,0.52,0.000762438
12203,-5.0238,2.33,0.1471,0.1713062,0.39725358,0.344827586,0.011,0.013,0.133,0.53,0.000754158
12204,-4.9649,2.25,0.1473,0.1698925,0.363185941,0.347826087,0.006,0.015,0.141,0.52,0.000818107
12205,-4.9906,2.59,0.1474,0.1682848,0.354177549,0.339207048,0.006,0.013,0.147,0.52,0.000731999
12206,-5.0005,2.35,0.147,0.1713062,0.342269377,0.339130435,0.014,0.014,0.157,0.53,0.000732177
12207,-4.9759,2.69,0.1475,0.1684665,0.358386019,0.337777778,0.003,0.015,0.13,0.51,0.000801693
12208,-4.9865,2.41,0.1473,0.1682848,0.421213494,0.340707965,0.004,0.012,0.125,0.52,0.000702259
12209,-4.9778,2.56,0.1473,0.1698925,0.376495242,0.339207048,0.012,0.02,0.128,0.52,0.000781451
12210,-4.9793,2.36,0.1472,0.1713062,0.380744586,0.341991342,0.013,0.025,0.153,0.53,0.000852432
12211,-4.9134,2.34,0.1473,0.1713062,0.36895122,0.339130435,0.011,0.02,0.145,0.53,0.000735285
12212,-4.9834,2.46,0.1473,0.1713062,0.353560774,0.341991342,0.003,0.032,0.138,0.53,0.000790382
12213,-5.0366,2.4,0.1469,0.1698925,0.437725346,0.347826087,0.012,0.022,0.149,0.52,0.000866222
12214,-5.0187,2.07,0.1473,0.1713062,0.430014915,0.344827586,0.017,0.03,0.152,0.53,0.000805358
12215,-4.9703,2.56,0.1473,0.1713062,0.349339954,0.344827586,0.013,0.028,0.109,0.53,0.000783375
12216,-4.9794,2.32,0.1474,0.1713062,0.363174079,0.341991342,0.0,0.024,0.15,0.53,0.000822014
12217,-5.0126,2.27,0.1472,0.1713062,0.374940031,0.344827586,0.021,0.028,0.119,0.53,0.000796908
12218,-4.9969,2.15,0.1471,0.1698925,0.350675445,0.344978166,0.006,0.025,0.157,0.52,0.000750199
12219,-4.9977,2.34,0.1472,0.1713062,0.342654449,0.344827586,0.006,0.024,0.113,0.53,0.000772366
12220,-4.9559,2.56,0.1475,0.1713062,0.416330859,0.337662338,0.001,0.015,0.141,0.53,0.000867407
12221,-4.9708,2.23,0.1472,0.1713062,0.355211714,0.336244541,0.007,0.009,0.137,0.53,0.000760587
12222,-5.0686,2.37,0.1472,0.1713062,0.441555024,0.341991342,0.016,0.019,0.14,0.53,0.000712147
12223,-5.0292,2.47,0.1473,0.1713062,0.417437491,0.341991342,0.011,0.018,0.152,0.53,0.000877987
12224,-4.9938,2.18,0.1473,0.1675676,0.425904592,0.348017621,0.021,0.023,0.143,0.51,0.000807592
12225,-5.0065,1.99,0.1474,0.1698925,0.431489239,0.342105263,0.0,0.026,0.159,0.52,0.00074558
12226,-5.0514,2.37,0.1472,0.1713062,0.373559471,0.341991342,0.001,0.018,0.163,0.53,0.000809127
12227,-4.9825,2.3,0.1474,0.1713062,0.380293746,0.341991342,0.016,0.018,0.146,0.53,0.000836606
12228,-5.0558,2.1,0.1469,0.1698925,0.394469663,0.344978166,0.011,0.012,0.155,0.52,0.000784652
12229,-5.0463,2.08,0.1472,0.1713062,0.461233605,0.336244541,0.006,0.02,0.19,0.53,0.000743209
12230,-4.9881,2.24,0.1473,0.1713062,0.412045211,0.344827586,0.01,0.018,0.121,0.53,0.000751441
12231,-4.9867,2.39,0.1474,0.1698925,0.323677253,0.337719298,0.012,0.022,0.11,0.52,0.000782063
12232,-5.0357,2.54,0.1471,0.1713062,0.38416858,0.339130435,0.002,0.011,0.14,0.53,0.000796178
12233,-4.9662,2.45,0.1471,0.1713062,0.364333671,0.339130435,0.001,0.031,0.135,0.53,0.000605966
12234,-4.9825,2.19,0.1474,0.1713062,0.337035037,0.341991342,0.006,0.014,0.139,0.53,0.000705048
12235,-4.9828,2.44,0.1473,0.1713062,0.415666447,0.344827586,0.0,0.016,0.143,0.53,0.000798181
12236,-5.041,2.16,0.1467,0.1713062,0.356018424,0.339130435,0.0,0.012,0.152,0.53,0.000781734
12237,-4.9769,2.3,0.1474,0.1698925,0.363351897,0.342105263,0.0,0.026,0.141,0.52,0.000872718
12238,-4.9779,2.21,0.1476,0.1713062,0.31327166,0.341991342,0.01,0.021,0.124,0.53,0.0008453
12239,-5.0715,2.09,0.147,0.1684665,0.376114869,0.348017621,0.006,0.015,0.14,0.51,0.000846904
12240,-4.9955,2.44,0.1475,0.1698925,0.404095001,0.347826087,0.009,0.017,0.151,0.52,0.000784778
12241,-4.9537,2.68,0.1472,0.1698925,0.453431199,0.347826087,0.003,0.013,0.143,0.52,0.000826035
12242,-4.9689,2.29,0.1474,0.16971,0.422440162,0.343478261,0.01,0.024,0.147,0.52,0.000786132
12243,-4.9475,2.54,0.147,0.1689989,0.399631285,0.342105263,0.02,0.028,0.143,0.52,0.000758932
12244,-4.9442,2.77,0.1476,0.1713062,0.348327375,0.344827586,0.004,0.018,0.136,0.53,0.000781379
12245,-4.9714,2.27,0.1474,0.1713062,0.356452418,0.344827586,0.028,0.024,0.164,0.53,0.000809795
12246,-4.9322,2.21,0.1474,0.1689989,0.344300293,0.344978166,0.01,0.011,0.145,0.52,0.000755707
12247,-5.0026,2.32,0.1471,0.1713062,0.435787757,0.341991342,0.005,0.013,0.132,0.53,0.000808414
12248,-4.9393,2.33,0.1473,0.1682848,0.387836642,0.346491228,0.0,0.02,0.147,0.52,0.000761598
12249,-5.0555,2.03,0.1474,0.1681034,0.35428069,0.342105263,0.03,0.022,0.144,0.52,0.000693823
12250,-5.0184,2.15,0.1469,0.1684665,0.402938963,0.340707965,0.006,0.017,0.16,0.51,0.000784884
12251,-5.0014,2.33,0.1472,0.1713062,0.353525386,0.344827586,0.021,0.03,0.154,0.53,0.000787133
12252,-4.9491,2.35,0.1474,0.1698925,0.368980374,0.342105263,0.019,0.027,0.14,0.52,0.000755325
12253,-5.0552,2.14,0.1471,0.1713062,0.367858431,0.336244541,0.004,0.019,0.118,0.53,0.000709911
12254,-5.0639,2.14,0.147,0.1698925,0.353882531,0.342105263,0.004,0.02,0.125,0.52,0.000766406
12255,-5.0603,2.1,0.1468,0.1713062,0.354342959,0.341991342,0.003,0.018,0.126,0.53,0.000761423
12256,-4.9874,2.42,0.1475,0.1713062,0.398680657,0.344827586,0.003,0.016,0.131,0.53,0.000770957
12257,-4.9593,2.59,0.1472,0.1713062,0.368365091,0.344827586,0.007,0.021,0.131,0.53,0.000736926
12258,-5.0404,2.37,0.1469,0.1698925,0.348325893,0.344978166,0.006,0.023,0.146,0.52,0.00071328
12259,-5.005,2.54,0.1473,0.16971,0.399615659,0.343478261,0.033,0.031,0.128,0.52,0.000796583
12260,-4.9576,2.5,0.1473,0.1713062,0.375498839,0.341991342,0.013,0.017,0.131,0.53,0.000771062
12261,-5.0151,2.38,0.147,0.1713062,0.382999705,0.344827586,0.013,0.024,0.142,0.53,0.000803246
12262,-5.0022,2.39,0.1473,0.1707841,0.415854401,0.344978166,0.014,0.028,0.113,0.52,0.000751399
12263,-5.0397,2.28,0.1472,0.1706009,0.365018875,0.346320346,0.0,0.016,0.151,0.52,0.000792688
12264,-4.9619,2.26,0.1476,0.1713062,0.343427564,0.337662338,0.0,0.015,0.13,0.53,0.000827366
12265,-5.022,2.37,0.1473,0.1713062,0.359271482,0.341991342,0.007,0.014,0.153,0.53,0.000840914
12266,-5.011,2.54,0.1473,0.1707841,0.412662844,0.350649351,0.015,0.016,0.132,0.52,0.000717863
12267,-5.0161,2.58,0.1475,0.1713062,0.457309145,0.344827586,0.005,0.02,0.119,0.53,0.000753228
12268,-4.977,2.29,0.1474,0.1713062,0.316469141,0.339130435,0.0,0.022,0.125,0.53,0.000765367
12269,-5.0178,2.26,0.147,0.1713062,0.389869537,0.344827586,0.011,0.016,0.134,0.53,0.000749389
12270,-4.9762,2.31,0.1473,0.1684665,0.401552467,0.348017621,0.023,0.019,0.132,0.51,0.000801713
12271,-4.9535,2.29,0.1474,0.1713062,0.444202594,0.339130435,0.009,0.018,0.131,0.53,0.00079546
12272,-4.9678,2.35,0.1471,0.1713062,0.421622286,0.339130435,0.003,0.031,0.165,0.53,0.000743911
12273,-5.0082,2.51,0.147,0.1713062,0.393236166,0.344827586,0.003,0.016,0.142,0.53,0.000801353
12274,-5.0907,2.0,0.1468,0.1698925,0.384482575,0.337719298,0.008,0.016,0.145,0.52,0.000798739
12275,-4.9895,2.11,0.1472,0.1713062,0.367737066,0.341991342,0.011,0.021,0.15,0.53,0.000839403
12276,-5.0325,2.33,0.147,0.1698925,0.385994087,0.347826087,0.006,0.012,0.138,0.52,0.000753509
12277,-4.9576,2.26,0.1472,0.1707841,0.344660684,0.339207048,0.015,0.014,0.147,0.52,0.000772502
12278,-5.0521,2.21,0.147,0.1707841,0.378221275,0.350649351,0.003,0.017,0.168,0.52,0.000865893
12279,-4.983,2.23,0.1476,0.1707841,0.371954016,0.340611354,0.0,0.018,0.135,0.52,0.000801551
12280,-4.9837,2.51,0.147,0.1713062,0.331080509,0.334782609,0.016,0.016,0.147,0.53,0.000871532
12281,-5.0193,2.25,0.1475,0.1713062,0.393746216,0.344827586,0.011,0.019,0.136,0.53,0.000713911
12282,-4.9721,2.16,0.1473,0.1713062,0.407011342,0.339130435,0.013,0.024,0.133,0.53,0.00074289
12283,-4.9545,2.42,0.1473,0.1698925,0.428402661,0.344978166,0.005,0.011,0.118,0.52,0.000772607
12284,-4.9674,2.47,0.1473,0.1707841,0.341836511,0.344978166,0.0,0.013,0.129,0.52,0.000765195
12285,-5.04,2.31,0.1471,0.1713062,0.3863777,0.336244541,0.006,0.013,0.161,0.53,0.00068512
12286,-4.9663,2.6,0.1474,0.1713062,0.406690705,0.337662338,0.013,0.02,0.141,0.53,0.000826125
12287,-4.9281,2.49,0.1475,0.1713062,0.301659351,0.344827586,0.025,0.029,0.115,0.53,0.000811356
12288,-4.949,2.28,0.1474,0.1698925,0.374389944,0.339207048,0.01,0.014,0.147,0.52,0.000824563
12289,-4.9942,2.23,0.1474,0.1713062,0.449532928,0.339130435,0.0,0.02,0.16,0.53,0.000826459
12290,-4.9694,2.75,0.1473,0.1713062,0.410714389,0.344827586,0.004,0.021,0.119,0.53,0.000786227
12291,-4.9934,2.11,0.1473,0.1713062,0.392466984,0.344827586,0.024,0.015,0.117,0.53,0.000784006
12292,-5.0744,2.44,0.1472,0.1707841,0.49417367,0.350649351,0.008,0.009,0.132,0.52,0.000785848
12293,-4.9171,2.27,0.1473,0.1698925,0.414489702,0.344978166,0.01,0.012,0.145,0.52,0.000759272
12294,-5.0143,2.28,0.1471,0.1713062,0.351633832,0.341991342,0.01,0.011,0.109,0.53,0.000829002
12295,-4.9651,2.02,0.1472,0.1713062,0.390603825,0.328947368,0.005,0.017,0.141,0.53,0.000737906
12296,-4.9678,2.37,0.1473,0.1713062,0.385499017,0.341991342,0.009,0.012,0.149,0.53,0.00083867
12297,-4.9743,2.48,0.1472,0.16971,0.447245108,0.343478261,0.004,0.015,0.114,0.52,0.000786819
12298,-5.0193,2.3,0.1472,0.1713062,0.370157174,0.341991342,0.006,0.013,0.166,0.53,0.000801302
12299,-4.968,2.31,0.1473,0.1713062,0.353344131,0.341991342,0.012,0.028,0.142,0.53,0.000795098
12300,-4.9402,2.64,0.1474,0.1713062,0.375747362,0.344827586,0.006,0.017,0.125,0.53,0.000805792
12301,-5.0054,2.48,0.1472,0.1713062,0.384297717,0.341991342,0.01,0.018,0.156,0.53,0.000789169
12302,-4.9742,2.18,0.1473,0.1698925,0.393525695,0.344978166,0.003,0.011,0.145,0.52,0.000735445
12303,-5.0056,2.46,0.1473,0.1670282,0.335331275,0.346666667,0.007,0.014,0.131,0.51,0.00087874
12304,-4.9397,2.57,0.147,0.1713062,0.437297368,0.341991342,0.022,0.018,0.131,0.53,0.000783449
12305,-5.0079,2.17,0.1471,0.1713062,0.438488707,0.344827586,0.02,0.016,0.11,0.53,0.000793672
12306,-4.9733,2.18,0.1473,0.1707841,0.427497374,0.350649351,0.023,0.021,0.157,0.52,0.000811808
12307,-5.007,2.0,0.1472,0.1698925,0.373331684,0.342105263,0.004,0.018,0.167,0.52,0.000768034
12308,-5.014,2.37,0.1475,0.16971,0.351581976,0.337719298,0.013,0.017,0.133,0.52,0.000866556
12309,-4.9641,2.32,0.147,0.1713062,0.392570538,0.336244541,0.006,0.016,0.165,0.53,0.000806071
12310,-4.9614,2.35,0.1473,0.1713062,0.37613901,0.344827586,0.037,0.026,0.154,0.53,0.000779784
12311,-5.0193,2.43,0.1472,0.1698925,0.381813132,0.347826087,0.026,0.023,0.125,0.52,0.00068379
12312,-4.9923,2.32,0.1475,0.1713062,0.441325595,0.339130435,0.006,0.015,0.173,0.53,0.000791863
12313,-4.9507,2.47,0.1476,0.16971,0.378743226,0.337719298,0.012,0.013,0.133,0.52,0.000722817
12314,-5.038,2.33,0.1472,0.1698925,0.41745277,0.347826087,0.01,0.039,0.126,0.52,0.000695717
12315,-5.0015,2.21,0.1472,0.1713062,0.354915914,0.341991342,0.02,0.029,0.15,0.53,0.000838386
12316,-4.9712,2.4,0.1472,0.1713062,0.419523619,0.344827586,0.007,0.016,0.147,0.53,0.000784975
12317,-5.0719,2.34,0.1471,0.1707841,0.425484171,0.347826087,0.017,0.017,0.159,0.52,0.0008095
12318,-5.0155,2.51,0.1476,0.1713062,0.363073262,0.344827586,0.01,0.021,0.133,0.53,0.000824514
12319,-5.0008,2.53,0.1473,0.1713062,0.389232285,0.337662338,0.003,0.017,0.142,0.53,0.000827846
12320,-5.0615,2.32,0.147,0.1713062,0.415983627,0.344827586,0.004,0.007,0.156,0.53,0.000754729
12321,-4.9529,2.59,0.1475,0.1713062,0.40216539,0.339130435,0.01,0.019,0.148,0.53,0.000811425
12322,-5.0115,2.35,0.1471,0.1713062,0.398094572,0.344827586,0.005,0.01,0.165,0.53,0.00073773
12323,-4.9882,2.22,0.1469,0.1707841,0.399195501,0.347826087,0.017,0.012,0.142,0.52,0.000726095
12324,-4.934,2.23,0.1471,0.1713062,0.330462973,0.344827586,0.024,0.022,0.14,0.53,0.000716633
12325,-4.9538,2.5,0.1471,0.1713062,0.332321424,0.344827586,0.03,0.02,0.121,0.53,0.000710075
12326,-4.9294,2.37,0.1476,0.1698925,0.340521426,0.344978166,0.011,0.02,0.157,0.52,0.000781451
12327,-5.0372,2.73,0.1471,0.1698925,0.380699303,0.347826087,0.0,0.012,0.138,0.52,0.0007711
12328,-4.9417,2.5,0.1472,0.1698925,0.41412241,0.347826087,0.017,0.011,0.14,0.52,0.000768483
12329,-5.0167,2.3,0.1473,0.1713062,0.388143386,0.339130435,0.0,0.015,0.131,0.53,0.000784527
12330,-5.0372,2.54,0.1473,0.1713062,0.382797286,0.341991342,0.005,0.018,0.146,0.53,0.000838292
12331,-4.9798,2.5,0.1473,0.1713062,0.405735258,0.331877729,0.013,0.016,0.124,0.53,0.000829346
12332,-4.9712,2.44,0.1475,0.1713062,0.362684943,0.337662338,0.015,0.016,0.139,0.53,0.000787734
12333,-4.9728,2.46,0.1471,0.1713062,0.347826226,0.341991342,0.002,0.01,0.132,0.53,0.000707922
12334,-5.0208,2.07,0.1472,0.1713062,0.372744306,0.344827586,0.003,0.016,0.145,0.53,0.000780057
12335,-4.9841,2.42,0.1474,0.1713062,0.353017926,0.341991342,0.006,0.01,0.142,0.53,0.00079083
12336,-5.0501,2.22,0.1473,0.1713062,0.475632872,0.344827586,0.0,0.015,0.152,0.53,0.000828509
12337,-4.9767,2.34,0.1472,0.1713062,0.36871367,0.339130435,0.003,0.021,0.13,0.53,0.000739168
12338,-4.9709,2.21,0.1473,0.1713062,0.368626974,0.341991342,0.015,0.022,0.137,0.53,0.000853705
12339,-4.9817,2.42,0.1474,0.1713062,0.398953479,0.341991342,0.011,0.015,0.127,0.53,0.000826959
12340,-4.9595,2.18,0.1476,0.1713062,0.357001998,0.336244541,0.0,0.012,0.151,0.53,0.000851704
12341,-4.9943,2.45,0.1473,0.1713062,0.41385046,0.344827586,0.01,0.017,0.162,0.53,0.000822953
12342,-5.0389,2.06,0.1473,0.1698925,0.378759412,0.347826087,0.0,0.016,0.146,0.52,0.000729213
12343,-4.9982,2.65,0.1472,0.1713062,0.407394209,0.344827586,0.003,0.015,0.149,0.53,0.000802766
12344,-4.9949,2.3,0.1472,0.1713062,0.337441871,0.341991342,0.0,0.02,0.139,0.53,0.000676994
12345,-4.9529,2.43,0.1475,0.1713062,0.339392585,0.336244541,0.007,0.017,0.133,0.53,0.000853822
12346,-4.9659,2.12,0.1471,0.1713062,0.305975915,0.339130435,0.027,0.028,0.147,0.53,0.000745075
12347,-5.1041,2.39,0.1472,0.1713062,0.387432357,0.341991342,0.007,0.011,0.156,0.53,0.000857217
12348,-5.0051,2.03,0.1473,0.1713062,0.466247124,0.339130435,0.02,0.012,0.134,0.53,0.000730654
12349,-4.985,2.42,0.1472,0.16971,0.37176556,0.336244541,0.019,0.025,0.13,0.52,0.000809687
12350,-4.9699,2.2,0.147,0.16971,0.395973773,0.333333333,0.0,0.012,0.15,0.52,0.000735747
12351,-4.937,2.49,0.1474,0.1713062,0.345555113,0.344827586,0.029,0.029,0.158,0.53,0.00088479
12352,-5.0251,2.61,0.1473,0.1689989,0.429540515,0.342105263,0.0,0.015,0.171,0.52,0.000751296
12353,-4.9814,2.39,0.1473,0.1713062,0.392846228,0.341991342,0.011,0.016,0.149,0.53,0.000782146
12354,-4.9804,2.4,0.1471,0.1713062,0.374242254,0.341991342,0.0,0.013,0.131,0.53,0.000870968
12355,-4.9859,2.17,0.147,0.1713062,0.378118326,0.344827586,0.011,0.017,0.143,0.53,0.000800533
12356,-4.9401,2.38,0.1474,0.1713062,0.38750212,0.333333333,0.011,0.014,0.143,0.53,0.00076733
12357,-4.9797,2.49,0.1472,0.1713062,0.386785513,0.341991342,0.004,0.021,0.151,0.53,0.00079478
12358,-5.0022,2.44,0.1471,0.1713062,0.340300254,0.344827586,0.024,0.013,0.131,0.53,0.000866988
12359,-5.0174,2.33,0.1473,0.1713062,0.470276799,0.341991342,0.0,0.011,0.149,0.53,0.000870336
12360,-5.0014,2.44,0.1471,0.1713062,0.321444361,0.339130435,0.017,0.017,0.12,0.53,0.00074984
12361,-4.9599,2.29,0.1472,0.1681034,0.343402875,0.342105263,0.002,0.013,0.131,0.52,0.000710887
12362,-4.969,2.37,0.1475,0.1713062,0.422171485,0.339130435,0.01,0.019,0.121,0.53,0.000692124
12363,-4.9498,2.53,0.1473,0.16971,0.432605634,0.343478261,0.024,0.018,0.131,0.52,0.000823228
12364,-4.9669,2.26,0.1473,0.1713062,0.374071544,0.339130435,0.0,0.013,0.128,0.53,0.000782895
12365,-4.9033,2.48,0.1473,0.1713062,0.342675193,0.341991342,0.0,0.02,0.113,0.53,0.000747795
12366,-4.9376,2.42,0.1477,0.1713062,0.417510505,0.344827586,0.011,0.019,0.11,0.53,0.000777853
12367,-4.9943,2.34,0.1474,0.1713062,0.356644807,0.341991342,0.009,0.016,0.14,0.53,0.000749558
12368,-5.0125,2.6,0.1472,0.1713062,0.354432689,0.334782609,0.0,0.011,0.143,0.53,0.000808436
12369,-4.963,2.26,0.1471,0.1684665,0.331570459,0.348017621,0.006,0.019,0.133,0.51,0.000822979
12370,-4.9853,2.2,0.1473,0.1689989,0.363326118,0.342105263,0.015,0.025,0.164,0.52,0.000735118
12371,-4.9642,2.37,0.147,0.1713062,0.372496231,0.341991342,0.0,0.02,0.127,0.53,0.000840135
12372,-4.9761,2.08,0.1473,0.1713062,0.35928553,0.336244541,0.005,0.021,0.133,0.53,0.000750907
12373,-4.99,2.37,0.1468,0.1713062,0.352174698,0.344827586,0.012,0.025,0.141,0.53,0.000735642
12374,-4.9722,2.46,0.147,0.1713062,0.37918115,0.341991342,0.016,0.022,0.116,0.53,0.000888918
12375,-5.0026,2.21,0.1475,0.169181,0.378911023,0.349344978,0.0,0.031,0.144,0.52,0.000865499
12376,-4.9781,2.39,0.1475,0.1706009,0.435299392,0.340611354,0.005,0.014,0.151,0.52,0.000866361
12377,-4.9514,2.46,0.1478,0.1713062,0.326361554,0.344827586,0.013,0.018,0.124,0.53,0.000777943
12378,-5.0335,2.23,0.1472,0.1698925,0.436033773,0.344978166,0.014,0.023,0.151,0.52,0.000849351
12379,-4.9699,2.28,0.1472,0.1698925,0.373638627,0.344978166,0.004,0.023,0.14,0.52,0.000808869
12380,-4.9442,2.35,0.1473,0.1713062,0.407006401,0.344827586,0.019,0.016,0.119,0.53,0.000808111
12381,-5.0154,2.13,0.147,0.1713062,0.372632934,0.334782609,0.017,0.015,0.175,0.53,0.000791919
12382,-5.0515,2.37,0.1471,0.1713062,0.419351949,0.344827586,0.002,0.014,0.14,0.53,0.000849895
12383,-5.0536,2.19,0.1473,0.1713062,0.441288342,0.344827586,0.002,0.025,0.145,0.53,0.000895918
12384,-5.0419,2.25,0.1472,0.1698925,0.411373355,0.347826087,0.013,0.017,0.144,0.52,0.000721486
12385,-4.9971,2.24,0.1473,0.1698925,0.392921372,0.342105263,0.004,0.016,0.165,0.52,0.0008024
12386,-4.9283,2.19,0.1471,0.16971,0.363436746,0.340611354,0.006,0.017,0.146,0.52,0.000813526
12387,-5.0443,2.11,0.1471,0.1713062,0.301436184,0.339130435,0.013,0.019,0.126,0.53,0.000745835
12388,-5.0191,2.1,0.1473,0.1713062,0.396615064,0.341991342,0.01,0.026,0.146,0.53,0.000734108
12389,-5.0992,2.18,0.1469,0.1713062,0.324801894,0.336244541,0.0,0.021,0.168,0.53,0.000785916
12390,-4.9583,2.65,0.147,0.1698925,0.391700324,0.347826087,0.0,0.019,0.132,0.52,0.000813787
12391,-4.9797,2.44,0.1475,0.1713062,0.385153599,0.341991342,0.007,0.01,0.122,0.53,0.000795739
12392,-4.9848,2.16,0.1473,0.1698925,0.435416714,0.344978166,0.006,0.018,0.132,0.52,0.000737336
12393,-4.6775,1.44,0.1476,0.1197605,0.209878247,0.111111111,0.0,0.0,0.147,0.42,0.001516942
12394,-4.6567,1.37,0.1475,0.1197605,0.235042549,0.111111111,0.0,0.006,0.153,0.42,0.001312856
12395,-4.7125,1.72,0.1477,0.1197605,0.262795875,0.111111111,0.0,0.0,0.135,0.42,0.001492663
12396,-4.6807,1.84,0.1477,0.1197605,0.225332327,0.12195122,0.0,0.0,0.132,0.42,0.001199635
12397,-4.6994,1.41,0.1476,0.1197605,0.329456683,0.111111111,0.0,0.0,0.144,0.42,0.001392581
12398,-4.6036,1.46,0.1477,0.1197605,0.197644142,0.1,0.0,0.0,0.18,0.42,0.001560087
12399,-4.7015,1.55,0.1485,0.1197605,0.243247033,0.12195122,0.0,0.0,0.159,0.42,0.00139936
12400,-4.6752,1.41,0.147,0.1197605,0.212740747,0.12195122,0.0,0.003,0.144,0.42,0.001060322
12401,-4.6881,1.55,0.1474,0.1197605,0.22150587,0.12195122,0.0,0.009,0.144,0.42,0.001750545
12402,-4.7446,1.71,0.1475,0.1197605,0.379892622,0.111111111,0.0,0.0,0.174,0.42,0.001407026
12403,-4.7179,1.67,0.1483,0.1178248,0.357172983,0.125,0.0,0.006,0.151,0.4,0.00162657
12404,-4.6886,1.54,0.1475,0.1197605,0.286653442,0.12195122,0.0,0.0,0.156,0.42,0.001482863
12405,-4.7147,1.78,0.1481,0.1151515,0.284040451,0.125,0.0,0.0,0.173,0.4,0.001251421
12406,-4.6626,1.47,0.148,0.1197605,0.271228201,0.12195122,0.0,0.003,0.225,0.42,0.001458521
12407,-4.7019,1.93,0.1471,0.1178248,0.240266446,0.135802469,0.0,0.0,0.184,0.4,0.001340632
12408,-4.7265,1.74,0.1475,0.1151515,0.260888984,0.125,0.0,0.0,0.167,0.4,0.001339524
12409,-4.7139,1.4,0.1474,0.1197605,0.253465527,0.12195122,0.0,0.006,0.12,0.42,0.001539326
12410,-4.704,1.7,0.1467,0.1197605,0.339584518,0.12195122,0.0,0.0,0.111,0.42,0.001230412
12411,-4.6797,1.76,0.1477,0.1174699,0.3051941,0.12345679,0.0,0.0,0.139,0.41,0.001203029
